sequence,stack_depth,count
(())()(()(((()()((()))()((()()))(()(()()))()))()))()((()))(()((()(((())(()()()())(()()()()()())(()))))()()())((()())()()()()))(((())))()()()()(()((())()(())(())()))((((((()()()())(())()(()()()())()()()()(())(()())(())(())()(()()()))()((()()())(()()))(())))()))(())((()))(()())(())()()((()))(())(()((()))()(((((())())))))()()()()()((()()()))((()(())(()))((()()()()()())(())))()()()((())(()())(()()())(((((()()()())())))(((()(()()))()))))()()(()((())()))(((())(()()(()))()()(((()())((())())((()))(()()()(()))))())),7,0
(((((()()())(())(()())))))((())()(()((()))))((())())(((((()()())))))()(()())(()()(())(()(()))())(())()((()()()())()((()((()()())())(())()())))(())()()(((((()))(()(())()))))(((())((()))((()(()())(())()(())))(((()()))((()())))))((((())())((())))(()))((()))(())(((()))(()(((()()))())((())((()))(())()))()(())())(()())(((((()))))(()()))(()(()()))(())(()((()))(())())()(()()(()(())()())((((()))(())())()())())()()()(()())((()())((((()())()))())(()))(()(()))(())()()()(())((()))(()(())()())()()(()(()()(((()()))(())))),6,0
()(()(())(((()())(())())))()()()((())())()()(())()()()(()((((()())(()))()()))(((((((((((((((((((((((((((((((((((((((()())))))(((())()()))()(()()))()(()))())((()()()(((())())()(()())(()(())))))((())))()))()))())))((()()()))())()(((()))())()()))(())())())()((()(()(((())((()(((()))))()()))())((((((((())())(()(()(())))())()()())))()(((()())))(()(())))()(())()()((())))))()((()()(())()))()()()()(()(())))()()())(((()()(()())))(())()())(()()()(((((((()()(((()(()())))))()()))()(((())(())()()))))))))))))))))))))))))),41,0
((((()(()(())(()((()))((()((())(()(()((()(()(()()()(()))())()(())())((((())((((()())()()))()))((())(()))()(((())))()()(())()())())))(()()))))(()(()))()()((())())(())(()))()()))))(()(()((((((()(())))))(())))())()(()))))()())())))())())()((()())))((((()())()(()))())))((())))()())(()))()(()((()(()(()(()))))()()))()))((()()()()(())(()))(())(()))()(((()()(()(())())(()()(()(()()(()())))(())))(((()))((((()))(())(()((()())())))))()(((()(()(())()((())((()((()()(())(((()(()())(()))())))((((())(()()))))((())))()(())(),-20,-4
(()())()()(((())())(())())()()()()((()())((()(()((()())(())(())))((()(()()()()())(()())(()())(())(())(()()()()))()()))((((()()())(())))(((()())()))()((())()(())(()())(()(()()()()))((()())(()))()))))(())()((()))()()(())(()())(())()()((()))((())()((()(((()))))()()(()())))()(())()()((((((()))()())(()((()())(()())()())(()())(()(()()()()))))())((()(((())()()())())((()(())))))((())))(((((())((())(()()()))((()()()()()()()())())((()()()()()())())(())))()(((())())())(((())())())((((())(()()))((()()()))((())()()))))),7,0
(()((()()())))(((((((((((((((((((((((((((()())()()(()())()()(())(())()()))))))))))())))())(()(()()((()()))(((()((((())))))(((()))))(()))))((())())()())))(((())))((()))))()))()))(()()()(())()))())()((()())()()(((())((()))()))()))()((((()(())(()())(()))))())(())(())()()()()(()((())))()()(((()())((()((()))()(((()(()()((((()(())()))()()((())((()()()(())(()()))))))(()())()(())())(()(())))((()()))())()))())))()(())()(()()()(()()()((()))(())))((((((((()()))(()))(()(()((())(()()()))()))()())())((()(((()))(()))))))),28,0
(()()((()()(((()())()()))()))())()()((())()())((())((()(((()())))())))(()(()()()()))()()()()()(((((())())()(()))())((((()))())))()()()((()))()((()())()()()(()(((((((()())(()(()))((())))))(()()(())((((()))((()())(((())((()(()())(()(())((()(())))())()))()()))(()(((())()(((()))((())(())((((()())))((()((())))(())())()(()(()())())())())())))))((()()))(()((((((()((())())))())((((((((((((((((((((()()()()()()())))())()(()())())(())()(()))(((())(())(()))))())((())(()(())(()))()))(()))())(((())))))))))))))))))))))))),33,0
()(()(()()((()))(()())))))(((()(()))()()()))(()((())))()((()(()()))))()(()(((())()(()()())))(()())((()))()()))()(()))(())())()))(()(((()(((())((()(()())((((())))((()()(())((()(()(()))()((())))(())))(()())()((((())))((())))())((())((()(()())))))((()((((())))(((((()()))()(()))))))()(()(((((()(())())))(()))()))(((()()(()()()()((()()))((())((())((())))(((()(()))((()((())()))()))()))))))))()))(((()))((((()(()())((()((()((()(((()(())(((((()())((()((())(()))))(()))))()()))))(())))((()))())((()(()))))()))()(()())((,-5,4
()((())))((())))()((((()((())))())()(()))(()()())))))))(((((((())(()(((((()(()(()()))((((())()(((()(()()())(((()))(()()))()()()()(()()))()(((((())()()(())))(())(()(()())((()))()))))))))()()()())(((())()))()()())((()))))((()()()))((()()())))(())((()))()())((()()()))((())()((())))((()())))())())()()((()(((()()((()(()(()((()(((()()()(((())())())))((()(((((((()()))))(((())(((()(()(((())())((()))((()))()))))())(()()()(())))))((()))((((())))))))()()((((()()(())()()())(()))())))()(())(())))))(())))(()))(()(())(()(,-3,4
())()())(())))))((()()())())((()))(()(((()()())()()()(()))(()))((((((())((((())((()())(()(())(())(((())))))((()())((()((())()()()()())())((((())(()))()()))())))))(())(()()))(((((())))))()))())))()())(((())))))))((()(()))(()(((()()()))))()()(()(())()()()()()()()))))()))(()())(())))())()())((()(())))((((()()(()()(()(()(())(())))))))(()((()())(()(()(()(((((())()())(()((()))))(()())))((()()((()(())()))(((())()())(()((())())(()()(()(((())()()())()))()))((()())))(()(())())(((((((((()))((()()))(()()())(()(()()())),-1,-4
()()(((((())()((()()(())((()))))())(()())()))))((()))((((()((((((()(((((()(()()))((()))()(())))((()())(()(()))()()((())))()())(()))()(()(()(()((())((())()(()()((()))))(()()((((((())())()()))()()()))()(())))())()()()(()(()(()))))((())()))()())(()(()(((((()((())))(())())((())))())))()()))(())()(()()()()))(()()))()(()())(())))(()())))))()(((()()()(()()(())))(()(()))()())))))((()))((()(()(())()(()()()())())))(((())))()()(()))((()(())(())(()()(())))((()()((()(((()(((()()))(()((()())))(())(((())))))(((((()())())),-9,4
()()()()((()()))()()()((()))((()))()(())(()(((())())(())()))((()))()()()((()()(())())()(())(()))()(()(()(()())(()(()((()(()())))(()(())((((()))())()()(()())))((())()))((((()))())((()))))())()())(()()())(()((()))()())()(())()((((())))(()())())(())()((()))(((())((()()))((((())(())()()(((()())))(()))))))()((()))()()()()()(()())()((((((()))))()))()(((()(()))(()()((((())(()(((())))(())()(((())))()()()())()(())(()((())((())))))(()))((())())(()(((()))()(((((((()()()()())(()()))())))())()((()))))((()))))())(()))()),14,0
((())())((())(()()()()(((((()((()((())))((()))((()()))()))(())())))))()))((((()))(((()()(())))))()(((()))))))))())((())((()))())()(()))))(())())))())))(((()))))())()((()(()(()()((((())))))())((())))((((()))()()())()(())(()(()((()(((())))))()(()()()((((()((()))()())(()()((()((()((()))()))())))(()))((())((()((((()))(()()())))(())))(()((())()())(()))(((((((()())()))())()(((()()())))()()(())()))((())()(((()(()(((()())((())))(((((()))((((()(()())())()())))())(()((((())(()()()(())))(((()))()))())())))())(()()(()),-12,-2
((()()))(()())()()(())(((())()())((()))())()(((((((((((()))()()())()(())(()))(()())((())))()(())()()()(((()))))(()((())())(()()()(()((()(())))())()())())()))()())((((()))()))((()()()(()))(((())((())((((()())())((())))())))))()(())())())()(()(((())(()())())((()()()()())))())((((((((()))((((())()()((())()))())()()))()())()())))(((())((()(())))))())()()()()()(())(())((()((()()))()()()(((()())()())))((())((()(()(((((()))))()))())))())(()((()))(((((())()))))((((()()))((()()))((()(())((())()))(())))()))((())(())),12,0
((()()(((())(()(()))(())()()((((())))()()))(())(()()((((()))))()(()())))))((((()))))))(()))(()(((()(((())(((()))(()))(()()()((((()))((()(())))(())()(()))))((()(()(((())()(()()()())(()()))(())(((((()()(((((())(())()()())))))))()))())()))))()))())()((()()))))))((((()(())(())())())))())())))((()())((()())(())((()((()()())))(()))()()(()(())))))))))()()())(())(())((()()()()())(()(())))(()(()(()))((())(())())))))((((()(()())(()(()(((())))(()(()))))()(()))((()))(((())))))((())))((((()(()(((()()((((())))()(((((())(,-9,-4
((((()(()))))))()))((()((((((())(((()(()(((()))()())(()((((())))((((())()((())))())())))((())())(((()(()()()))))((()())))))((())())()(()))())(()()))())()())())())()))()))))()((()))))((((())(()())())())())))()(((()(()))()(())()((())))(((()()()()((()((()((()(()))()()()(()((()(()))()))(())))()()()()())))()((((())))()))))(()((()))())()(((((()(()(((())()(()()(())(())))())())))()))(()()()(()()))())))(()(((()((()()(()()()(())))))()(()))(()()())())(()(((())))))())((((()((()(((()()(((((())))()))(()(())(()())((()))(),-6,-4
()((((()))(((())(((()((()(()(())(((((())))))))(()(()(()())(()())(()())))()(())())((())((()((()))()(((()((())))))(()())))())()()()))()(())()))()(())()())(())))()()()()()(((((((()))((()))(()()((()(((())((()((((())())((()())))()((((()(()))())()((()((()())()(()(())))))()()((())()))(())))()(()(()(()(())())(()()((()))))))()(((()))))((((()(((((((()())(()()((()))(())))()((((((((()()()()()()()()()()()()()()()()()()())(()()()()))()))()())()(())))(((()()()))(((()(())()())((()(())()())()()()())))()))))))))))))))))))))),28,0
())())()())))()()(())(()()))())()))((()())())((()(()(((())()()((()))()())())()())()()()()())(())(())((())((()))(()()((()(()())())()((())())((((()((()())(()((()))((()))(((()())()()(())())())((())()(()))((())))))))((((()(()))()())(((())))(((()())))(((())())()((())()())(())()))()))))((((()))))()())(((()(()()(())(((()(()))(())(()()()()()((())())((())((()()()()))((((()((((())))()))))(())(()))()()(((()())(()))())()((())))))))()))()())()(()()())()())(()()(()((((()))(()(())((((((((())(((()))((()))))((()(()()())()(),-1,4
(()))()()))((((()()()((()()))(()(()))))))()))))(()(()(()))))())()))))())()))((()(()(()()))))())))()))((((()(((()())())())())))))()()()(()))(()()()(()()(()(()())((((((()()(((())())((())())()(()((((())()())())((((()))()())((((()())()))())(()()))(((()))()))()())((((())(()(())())))))()())(())()())))())(((()()(())()(()))((()(())()(((()))()(((()))(((()()(())(())())((()()())())(()(()))(((()()))((((((((()(())(()))()(()(()((()(()))(()(((()()()(())(())())()()(()()()(())((())(()(()))))()()())((()((()()))()))))()())))),-2,-4
()(()))(((()))(((()(())())()))()))))())()((()())))(()()(())()()))))())))(()())()((()())()()(((((())(((()()(()()(()(()()((((()((((()(()))(())))))))((()((()(())))(()(())()))(())()((()()()())))))))()))())()())(((())((())(())))((()()()))((()((()((()()()))(())((()())()(((())()(()((((()())(()((()()))(()))(((((((()))))((()()))())((()()))((()))))()(((()(()(()))(((()(((((()))())))())())()))((((())(((()()(())))((((((((()()()(((()())())()(()(())()()))))(()(()(()(())))()))))(()()())(())))())()))))()))()())))()()))))((),-2,-2
((())())))()((()(())()()))((()()))()(((()(())())((((())()((()()())()((((()((()())())(())((())))()()((())((())((())))(())(())())()))()()))(())))()(())((((()())()))()())()(())())(()((((()()()(()))(()())()))))())((((()))())()((((())))((((()(()))())(())))((()())))()))()))())()(()((())))())))(()()))())((()))())))(()()((())(((()()()((()()))()(((()))()()((()())())()()(()((()(()()(()))(())))()(()(()(())())))()())))(()))(()((()()))((()))()((()())((()))))(((()(()())()((()()))(()()()())))(()))(((()()(((()()(()()(()((),-3,-2
()(()())(((())))((((())())(())((((((((((((((((((((()()))))((()))())()((()()(())()))(())))())()((()())))(((((()(()()))))()()((()(()()())(()())()(())))))))((()))())(())))(()))()((()(())()()(())((()())(()()(()(())))()()(())()()()(())))()()))(())(()(()(())()(((())()))())())))()())(()(())))())()(())())(())()((()((())(())))())()()(())()()(())()()()(())()((()()))(())((())(())(((()())(((())((((((((((()((((())))())))()(((()()(()()()(((()(()))(((()))))))()(()(()())()())())))(()(()()()()())(()))((()()))()))))))))))))),23,0
(((((((()))())()()((())(()()()))((()))(()))))((((())()))(())(())))(()(()))(()())(())(()())(()((())())((())))()()()(())()()()(()(()))((())())()((()))((()))()(((())()))()(((())())()(()))()((()()(()())(())))(())(()()((())(())(()()()()())())(()(()())()())()())(())()((())()())(()()())((())((())()))()()(())()((()))(())()(((())))()(((()()()))(()()))(((()(())(((((((()((()((((()())())())))))))(()())()))())())(()())))(())(())(()))(()()())((((((((((((((((((((()()()()()())()())(()(()()())(()))))(((()))))))))))))))))))),21,0
((((()))()))()(())()((()(()()()((())((())))())()(()(())((((())()()))()()((())(((()()((()((()()))(((()(()((()(())))())(())))(()()()((())))((()))((()()())())((())())()(())(()()))()(((()((((())((()())))((((((((((((((((((((((((((((()()()()()()()()())(()))))())))))))((())))((()))((())(()((())()))(((((()()()())))((()(()())(()((())()((((())(()(()()()())()()(())(()()))()))((()((()()()()()))(()())))))))(((()))(()()))()())((((()()(()()((((()()))(()()))))((()((()))()())((())(()))))))))))))))))))))))))))))))))))))))))),44,0
())()((()(()()))))(())))(((()((()()))())(()()((((((((()()()((())))()((()))((()())))((()()))((()())))()((())()()))))(())((()())))(()(((()(((()(())))))()()())(((((()(())))())((((()())))()()))(((())))()))()(()(())()))()(()(())()))))())()(((())()))()(())(()())()())(((((())(()))))()((()())(())))()))(()))))))((((()()(()()((((()()())(()(((((()(()())()()(()(((())))())()))())()()())()())(()()())())(((()))))(()()()))())(()(()((()))()))()))()))()(()))((()((()()))()((()(((()))((()))(()((())))((()((((())(((()())()())(((,-1,2
()()()()(()(((()))((())))((()())))(())(()((()))((()(()()()))()()())(()(())))(())(((())))()(())(((()()()()(())())(()))())(())(()(()))()()()(((())))((()))()()(())(((())()()))((()()))()((())((())())(()((()()()()()())(())()()()(()))()))()()()(()(((()))()()()()((()))()()(())()()(()(()()()))((())()()))(((()()()()()())(()))((())(())()()))())((()(())(()))(((()()()()))((()())())()((())()()(()()()()))(()()()))()()())((()))()()(())((())())(((()(())))())(()((()()))(()(()(()()()()))(())))(((()()))()())(())()(()(()(()))),5,0
(()()())((((()(((()))(((()))(())()(((()()()()()))(()()()((()((()))((()()(()))))))))())))(())))())(()))(((()(((((()((())((())))((()))(((())))()))(()))()())(())())((((((())))))))((())))(()())()())()())()))((())((()())()((()())((()((()))(()()(()))))(((())))()()()(((())))()()()(()()(())))))())((()()))())))(()))((((((()))(()((()(((((((())))()()()()(((((((()))()))()))((()(()(())())))))())(()()()((()(()(()())))))))())()())()()()(()()())))(()))()))((()(((()))))(())((()))))(((((()())((())()((()()()(()()(()()(((()()),-14,0
()()()()()(((()())())(()))(()((())()))()(()((()(()((()(((()())(()((()(((((())(((((((((((((((((((((((((((((((()()()()()()()()())(()())()(())))())))))))))((())))(((()((()(()(((((())(()(()))))())))))))))((()())()(())))))))))(((()()())))()))((()))))())(((())())(()()()))((((((()(())()))(())()(())))(()(((()))(((((()())()()(()()()((())(()))(((())))))((()((()(((()((()(())(()))()())(())()((()))()()))))()())())()))))(((((())(((())()))())()()(()()))())((((((((()((())))())((())((((())))))))))))))))))))))))))))))))))))),47,0
(()()()))))()))())))()())(()()(()()))((())()(((((()()((()())((()((())()(())()((()(())()()((()())))()()())()()()))))())()()(()(()))(())(((())())(()()()(())((()(((((((()))()())())())()()))((()(()))))()()()()))(()))()))(())(()()(()))())())()(()((()(())())))()()())(())())))((()((()))()))()(())))()))()))(())((((()))))(((((())))())(())))))((())((()((((()()))(())()((()())(())((())))((()(((())())()()()(((())((()((()(()(())((((()()())((()))())((((()))))))(()()()(()())(((()()))))(((((()())))(()((()(((()))))()))()()(),-2,-4
()())(()))()))))((((((()())))())))()))()(())))()(())((()()))()))()(())(((((())))()(()))))))())()())(()()()()()))()(((()(()(())(()((()(((()))((((()()())()()))))(()()((())((())())(()()(())))()((()(()()(()())()(()()()))()()(()(((((())(()()))((((())()())()(()))(((()(((()((())(())()()(()(((())()))()()))()))(())()))())())((((()))(((()))((()((((()())(()((()()()))(()))(()))(()))()))()))())((()))(()(()))()()))(()((((((())()(())()))(((()()()))(((()(())(((()()))((())())))))(()(()(())))))())(())(())()((()((())))(((()(),-1,2
((()()(())))((()()))(((())))((()()()))(())(())((()))()()(()()(((()))))((()((()()((()(((())))((()(())())()())))())()((()(()()()()((()))))(((())()()()))()))))(()())(()(()((((()(()()((()((()(())())((()(()()((()((()))(((((((((((()(()()((()())(()()((((())))()))(((())())))()()))))()(((((((((((((((((((((()()()()()()()()()()()()())(()()))()))(()()((()())()()))()))(()))()(())()(()(((()()))(()(((())))()())(())()))()((())(()))))()))()()))()((()))((())((()(()(())())))))())()))(())()))(()())(())))))))))))))))))))))))))),45,0
()((())(())())((()(())((()))(()))(((())())((()))((((((()))(())()))(((())))()((()))())(()()()()()()(()(((()()()))(((()))))(()))())(((()))(())((()))())((()()((()))))))))(())()()()()(())(()()()()))))()())()(((())))))((()))()()(()))()))()(()())))))(((((((((()(((((()())))())(((()()((())((())())())))))(()()()((((((()())))())))((((()())()())()((()))))))((())()(()()()(()())()(()(()))))))((((((((((()()(()))(((()))()(())())()((()(()()(())(()((()())()(()))()()(()((()))()(())))()()))())()))))))(((())((())(())()())))((),-10,-4
()()((())()())()((())())(((())((()))(())(()))()((()()()()((((()((((())(((()(()(()())()(()))(()))))()))))))(()))((((()()()()((((())))))))((()()()((()(())((()())))))()))())((((((((((())()(())())((()()(()(())()()((())())())()(()())()(())()((())))(())(((()))(())()()(()()()(()())((()())())((()()))())(((()())))))))))(())(())(((())(()()()()((())((())()(()())())))((((()()())())()(()(()(()((()))()))))())((())))(()))())((()))(((()))((((((((((((((((((((((((((((()()()())))()()(((()())()))))))))))))))))))))))))))))))))),35,0
()(()(())((())()))(((()()(()))()(((()(()))()()))()())((()(()(())()(())((((((((((((((((((((((((((((((()()()())(()()))((()()()()()))))())((((()))(())(((()))))(()()())))(()))(())))))(()()((((()((())())(()(()(()))())(())()()()(()))()(()())((()()())(()))()(()())))()))()))(()((()())()(())))(())))))(()(((()(())()()()()(((((()))(((()((()()(((()))()())(()))())(()()()(((())()((((())())()())()())))()))()((()())))()()(((())(()()()()(()))()((((((())())())()((((()())(())()(()()()))()()()())))))))))))))))))))))))))))))))),35,0
((()()((()()))))()(())(()((((((()(()(((()(((()))((()))()))))()))(()()()))())()((())(())()()(((()))))((((()))()(((()()))()())()))))()()))())((()((()())()((())())(())()))((((()(())))))()())))()((())()))()((())()(())())((()))(((()()(())()))))())))(()())())()()(((()))((())()(()((()(()()())(((()(((((())))()))()))()()(()())())(()((())))((((()))())()(()(()))))))(((()))))())))(())()()()((())())(()())())(()))((((((((()(()())()())())(()())((()()()()(((())())(())))())))(()(())((()())((()(()((())()))(()())(((()(())()((,-15,0
()((((())()(()()))(()(())(()()()()()()))())((()(()()()())(()))()())(((()())()())((())))())()(()(()()))()()(()(((()()))(()))(()()))()(((()))()(((()))((()()))))(()(((()()())))((())))((((()()()())))()()(()()))(()(((())(()()))))(())(((())()()))(())((((()))))(()((())))()()((()(()()()(()))()()((())(())(()))()()))()()((())())()(((())))()()()()(())()(((())))(()())(())((((())(()))()))((()()))()((((()())(()())())))((()()((()()()())()(())(()()()()())(()()))))()()()(())(((()(())(()()()))(()))(()(()()()(()())()())(()))),5,0
(())))(()())()(()((())))())())()(((()))()))(())())())(()))(())))(())))(())(()((((()))(()(((()((()((((())()()()(())((((()((())((())(())(((((((()((((((()()(((((()(())()))())))))((())))((()))())(()))()((()())()()()))((())()((()(((((()(())))))))))())())((()(()(()()))))())))(())()))(()()()(()(())()(())()(((())())()())))((((((()))()()()()()))()())))()))())))(()())))))())())())(())(()())))(()(()((()(()))())(()()(()()((()(()(()))))))(())(())()()(()))((()())))()(()()()(()(())())()()()(())(((((())((()()()))())((())(),-2,-4
((())())(()())()()()((((((((()())()(((()))()(((()))(()))))()))((())()(((())(((((((((((()()()())(()()))))())))))()(())))()(()(()((()((()(((((()()))()((()())(())))()((())(())(()))())(((()()(()()()()())()())(()))()((())(())()(()(()()())(())()))))())())())()((()(()()))())))(()))(()(())()()((())))()()))(()))(()(((()((()))()(()))((((()(())((((((()))(()((()()()()))())))))(())((()())))(()))((())(())()(())(()))((((()(()(((()())((()()()()()()()))()))(()()())()(((()(()()())(()())(()())()(())())())((()))))))))))))))))),19,0
(())()()((())(()))()()()()()()(()())()()((()))(())()()()()()((()())((())))()(())(()(()(())(())(((()()(((()))()((()(())))())())(())))((()((())()((()((()())))())))())(((()))(())(()))()()()))()(()())(())(()(())())(()())()()(()((()))()(((()((((((((((((((((((((()()()()()()())()))(()())))))(((((()()(()(())))()(((()())))))))))())())))))))())))(()()))((((()(()()())(()())((())))(((()))()((()))(((((((((())))))((((()(())))()(())(()))))))(()()))))))((((()))())((())))())()))()(())(()()()(()()((()(((((((((()))))))))))))),25,0
((())(()))(((()())()(((())((((())()))(((()))((()(((((()(()()())))((())))((()))(((())()()()((((()()())()())())()))))(((()))(()(((((()))))()))()()(()))))()()()))()((((((()(((((())((()((()))()()))))()())(()))()((()()())))(()()(((((())(())))(()))))((()(()((((())(()))()()))(()()()()()()))))))())())))(((())(((()()(((((()))((((((((((((((((((((((((()()()()()()()()))))()()))))))())())))((())()()))()())(())())()())())())(()((((()(()())(()())()(()())(()))()()))(()()((())))())()()))()()()))))))(())))(()))()((())))))))),37,0
())()()()((()()())())()))((())((((((()))(()))())(())()))())((()())())((()())()())()))((())))(()())()((((())(()()((()())()((()(()()()(())(()((((((())()))()()))((())((())))((((()((((())(())(()(()())()())()((()((()))(((()(())()()((())()))))((((()))))(()))))()()(()()()(((((())()))))((((((())))()(()(((())(())()))()()(()))((())()()(())(()()))()(((())((((()((()))()())))(())()))))((((()()(()((())(())))))(())(()))())()(()()))())()()))))))(())()))))())))())()(()))(())(())((((((()(((())))((()())))))())))())(((((((()((,-1,4
(()()(((()(()())()()))))(((())((())((()()(((()()(())(((()(()(((()(()()()))()))(())()())(()())())((((()(())(())))((()((()((((()())()))((()))(()()(()())))((()(()()((()((((()())())())())))()())))(()())())()))))(())()())))))((())))()()))(()(())))((((()()(())(((())()(()())()())((())()))(())))))())())()()()(())(())()(())()()(()(())())()()((())((()))())((((())(()())(()(()(()()()(()())())((((()())))())((((()())))))()())()())(()))())()(((()((()(()((()()())(()(((((((((((((((((()()()()())(()()))))))))))))))))))))))))),26,0
(((()())))()()()()(())(())(()())((((((((((())(()()()()()))))())(()(()()()((()(()))()((()()())())(()(())(()()()))(()())((())(()()())(()()()))((()))())))()()(()((()(())()))()(())((((()()))))()())(((()())(((())(()()()))(()))(()))()))))()))()((())()(()))(((()(((((()())))(())))())))(()(()))()((((()()((()(()))))(()()(((((()())((()())))()))()))()(())(()(()()(((()())()(()((()()()())))(((())()()(()()())()()()))((())()(()()()()()))())()((()())(((()()()()()())))(()))(()((())(()())((()))()((())(()()()()()())()))))))))),11,0
()(((()((()))())()())(((()((()(()()())()((((())((((()())(()()(())))))())(((((()())(())(()()))()()(()())()(((()(())((((())()()()(((()(())(()()()((())(()()()()()(()(()((()()()()((()(((())))((()(((())(()(()()((())(((((()((()()(((((()(()()())(())()))()())((((()())(()())(()())()))((()(()()()))(()(())(()()))()((())()(()())(())(())())()((())()(())))()()()())(())()()()()(())()())())((()((()))(()((()))(((()()())))(((()()()()()()()()()()()()()()()()()()()()()()())(())())))))))))))))))))))))))))))))))))))))))))))))))),50,0
()())(((())((()())())(((()((()(((())))()))))))())())(())(((()()))(())))(((())))())())())()))())))(())()())()())(()((())(()))))))))((()()()(()())))))((()))))()()(()()(()())))))(())(())()())()(())()())))))(((()(()))((()(()()(()(())(()()))((((((()())(()((((()(()(()(((((()))())))))((()(()(()())())(()()((()))())(()())((())((((())))((()()(((()(((()()()())()()))(((()()()(()((((((())))((()))(((((())()((()())())(((()())(()(()()(())((()((())((()(()(())(()(()(())()())((()()))))))))))))))())))))))(())()()(()))))((()(((,-1,-2
((()()((()))((()))()()((()()())(()()()()()()()())())))()(())(()((())))((((()()()()()()()()))())()()()())()()((((()())())((()))(())()()((()()))())()())(())(()()(()))((()(()(()))))()()()()(())()()()((((()))(()())())(((())(()))(()()()))(()))()()()(()())()()()((((()))())(((()()()())))((()))())()()(()()()(())(()))()(()(()))()()(((())()(()()()()(()()()())()(())())()))((((()()()()))(())((()()()))))(()((()())))((((())(()()())(()()())(()))))((((())(()()()())))()())((()((()))))((()))((()()))()(()())()((((()()))())()),5,0
())()()(()()(((())(((()))))(()()))))))((((()(()))))()(()()(((()()(())))((()())(()))))()()()())())()()()()()(())))(())(()())(())())()))())()()()()(()((()())()())()((())())((())))(()(((())((((()((((()))())()((((())(()(())))())(((((()())()(()))(())((())()(((((()()))((((((((((()()())())(()))))))((()()((())))(())))()(())))((()())(())))()())()())(()())))))()((()()()()((((()(()()))()(()()(())())))((()))(()((()(())(((())))())(()))))))((()())))((()(((())))))((())(())())))()((()(()()))(()((((((()()(()()())))))))())((,-1,-2
())))())))())()))((()(()))(()(()((())((()(((())(())())))()((()()()())())(()(((())()))(((()(()((()())(((((()))(((((()((((()()((()())((()(())(()()()(((()))(())(()))))(()(())(()())()))((())()((()()())()))()(()(())())((()(()))()())()(()()()))()))(()()(())(()))()))))(()))())()()(((()))()())()())((()()()()))))))(())()((()(()((())))()((()((((())((()((()(()()()(()(()()(()())()))(())(()()))())(()))(()(())()))()(()()())))()()()))(())))(()(())()()(())))()(()(()())((()))(())(((())((())))())()())))(()))()((((())((())()),-1,2
((())((()((())()(((()((()))((()))))()((((()((((((((((((()()()()()()()()()()())))())((()()))((((()())))()(()()()()((()))))()))(((())))))()()()(()()(()((())()()())))))()()()())))(((()))))()))()()(()((())))(())))())(()))((((())))))()()(((()()(()(((((())))()(()((()))()(())())())((()(())(())))((((())()())()))((())(())()(()(()()(()((((((())((((()(()()()((()()())()())()()(()(())))(())))()()(()(((()))))(()))())())))(()((()(()))(()))()()()))))())()(())()()((((()(())(((()(())))()))())(((()((((()()(()))))))))))))))))),22,0
()()(())((()(())))(())()((()))(((())())())(())()()()()((()()()()()()))()((()(())()())((())(()()))(()(()()())(()()())))(())((()()()(()())())()((())))()((())((()()()())()()(()()()()())())(())()((()()()()()())()())(()()(())()())()((()))(()(()()()()()()()))())(()(())()((())(()()))()((()()()()()())(()())(()()()())(())())((()()())(()))(()))(((()()()()()())(()))((()()())()))(((())(()))(())(()(())))()()((()))(((())(()()()))((()))(()()(()))())()()()((())()(())())(()((()))()()())()()()()()((()))(((())()(()()()()()))),4,0
()()((()((())))((((((((((((((((((((((((((()()))()()))))))(((((())))()()))))((()((((()()())()))()()((()((((())()))))())((((()(()())()()(()))))()(()())(())()))()()(()((())()))())))())(())(())())))((()())()(()())))((((())((()((()()))(())()())(((((()(((()())())(())()))(((()()))((((()))((())((()(()()(()()()())()()())))())((((()())(()(()()())())((()())(()))))()()))()((())))(((())((())))))))((())))))()())()()))(()(((())((())()()(((()(()))(())(((())(()((((()(((())))()((()(())(()()()()())())))))))))))))))))))))))))),28,0
()((((())(()()(((((())(()(((((()))()(()((()(((())(()()(()())(()())()()()()))(())(((()()()()))(()(()()))))()())(()((((()))())()())()((()())()))()()))))())()))(((()()()((((())(())(()()(((((()))()(())(()())())(())())(()()(())()))))(()())(())()))())())()))())())())(()())()))(()))()()((())()())()((()))(()()()())((())((((((()(()(()())((()))(()))))((((((((((((((()()()))(()()))(((()))(()()))((()()()(()()()())()())))))())))))))()))()()()))())((()(((()((((()(()()()(()))())))())())(((()()((())(()()())))(()))()())))))),20,0
((()(()(()()(()()(()))))(((())())((()())))))()(()(()))(()()())(())()((((()()(((()())(()()()())()(())())())()()(((()))()()((()()()()))))(())()(()(((()())(()()())))))())(()))()(((((((()))())())()))(()(())(())(())())((((()())())(((()))(())()))))(()())(())(())(())()(())()()(())()()()(((()))((())))((((()())))((())(())(()()()())()()))(((()))()())()()(()(()))(()())()(((()(()((())()())())()((()((()))))((()()())((()))))))((()))(()()(((())()))((())(()))()(()())()(((()()()()))())(()()()())())(())(((()(()))))(()())(()),8,0
