sequence,stack_depth,count
(()(())())()()()()(((((((()(())))())))()(((((())(()))((()((()())))(()))(())(()))))(()(()((()())))))()()((()((()()()))))((()()()(()())))(((()((()()()(()((())(()((((()))())()(((())))(((())())))())))))))())())()()(((((((((((((((((((((((((((((((((((((((((((((((((())(()))((())()()())(())(()()))()(()()(()(())(()())))()())))()()()())()()(()((()))())(())())()(((()))(())((()()((())))()((((((())()())))(()()(()((()())))()(())))()))((()(()(((()()())())(()(()))()))()((((())))))))))))))))))))))))))))))))))))))))))))))))),50,0
()(()((())))())()))()))()))())()))((())((((())(()()())()))()())()(((((()(((()((()))())())((()((((()()))(()())((())(()()()((((()(())((()))((())(((()(()(((()))()((()(((()((((()(()(()()))((()(())(((()(()(((()()()())))((((()))(()(())(((())()()()())())))()(((((()))(()(()((((()((())())(()))((()))()((())((()()(()())())()())))())()((())(((((()())(())(((()()(((((())()(()()()(()))(()))))()((((()(((()((((()(())))))()((())((((()((()(())))())()(((())()))(((()))(())))))(((()))()((())()())()()(((()((())))(()()()()()))()((,-4,56
(()(())))()())((()))()))))((((())))))(((()))()(()()()((())))(()))))(((())()(())))))(()))))(()))())())(()()(())))()()(()(()()()))))))))()(((()())())))))(()))))()((())())))(((())())))))())()))(())(())))()((())(())()()((())))((())())()))())(()((()(()()()))))())()()))))((((((())))()((())(()()()(((())))()))))))(()(()()))()))))(()()((())))((((()(()())()(()(()((()))(())()()))))))()()())())()((())(()((()(())(()())(()))))(())(()))((())())(()(()())))(()(()))))((((()(((((((((((()))())(())()(()((()))())))))()))))))(((),-3,-54
())())())(((())))(())())((()())()(()())(()()(()(()))(()()))(()(()())))((()()()(()((())))(((()()()(()))((()())()(((((((()()(()))()((()((())(())()())()((((())()())()(()((()(()))((())(((()(())((()(()()))))(())()(()(((((())(()())(((()()()))(()()()))()()(((())))(()))())(()(((()()())))(()()())(())(()(()((()()((())(()(())(())))((()(()))(()))))()(())()(()))()(((()()()))(()()))())))))((((()((()(()(()((((()(()())()((()()()()(((()()((((())((((((())()()((())((()((((((()(()(()()(((())(())))))()((())))))))))))())(()))(((,-1,42
())))))))((()(()()())()()))()())(()()(()()())))())(()()))))(((()(()((((()(()()(()((())()()((()))(()((()(((())(()(((((()()(((())))))(()(((()((((()((()())()(()()(())())()()(()((()()(())())(()()))))()))(()()(()()))))())))))((((()())((((()((())(()())(()())))()()))))()((()(((()))((((()(())(()(()))))()((()()()(((((()()()(())())()())(())())(()((((()((()()((()(()((())()()())())()))()((()(())))))(((((((()()))()))(()(()(())((((()()(()()(())(()((()))()(((((())((((()))(()))((((((())))(())(((())()))()()))))(()())()(((((,-1,42
((()())((()((((((()()((())()())))((()()(()(((()(()()))))()(((()))(()(((()(()))()((()))))()()))()))()()())((())())))()))(()(()(()(()((()(())()(()())))(())))()())))()())))(()(((())(()(()))()))((()(())))))()((())(()(()()())((())(())))())()))))))))())((()))()(()(())())())()()))))))((()))))()()((()((())((())))))()(((()((((())))))((())())()())()))()()(()(())(())())()))()))(()(())((())))()()(())()))()())(()(())())((()()))()((()))(()())()()()()(()(())((()))(()))()(())))()(())(()))))()))))()())())))()(()()))))())))),-17,-48
()()(()()()())))()))()))(((((()())))(())())()))())))((()(((()(())()(()(())))()()))(()))(()(()))())())(())))))()(()((())((()()))(()(((())(((((())()()(()(((()()))))(()())((()))))(())))))()))))())()()))(()())))()()()))())))((()((((((()()))))(())))((())()(())))))))()()(())(())()()((()))((())))()()()(((()()())(()((((()(()))()))))(()))())))(()())()((()()((()())((())))())())))(())))))))((((()()()((((())))(()()())))))()))()))))())((()(()((()()()()))())(((((()))(((((()(((()())))(()()((())))()())())(()))()()())((())),-2,-40
())(())(())(())(()(()))())())()(((()))(()())))())))(())))()))())())(()(()()(()(((()()))((())())()(())())()(())())(()((((())(())())))()))(()()))())()(())))())()()))(())())(()))()()(())(())()((((()))))))((())(()((()()(())(((()((()))())(())()(()))(()())()))()())))))))))()())()((()()())))(()()())()(())())(())))))()())())()()()))))(((())(())(((((()(()()()(()(((()(()()()(()())())())(())))()))()(()(()()()()())))()(())())()))(()(()()())(())())))))))((()))))()())((()(())(()()(((())))()()())()((((()()((()(())))(()()),-1,-42
(())))))()())()(()()(()))))())()()))))))))((())()(())(()))()()))(()())())))))()()))(()(()()()((())))))))())())(((()))))))(()(()(()()((())(())((()()))(()()()))))))()))))())()))()()()())((())((()(((()(()))((((()()))()())()(()(((()((((()())))((((())((())(())))()))))(())))(((()())((())())))()))()))(()))))))(()())()()())())()(())()((())()((()(()(()())())((()(()())))))))))())(((((()))(((((((()))()))))))))()))))())())(()()))))()(()((()))))(((((())((()(((()())())((())))))(()()((()()(()(())(()())((()(()()))))(())((),-2,-52
()())()(())()()(()(())()(()(()((())))())()(()())())()()((((((()((()()))))))((()))((()((()()()))(((((((((((())))()()()(((()))(((())((((()()))))))(())(()))()(((((()()()()((((())(())())((((((((((()(((()((()(()((()(())())()()()())(()())(()()(())((())))()))()(()())(()()())((()()(((()()())))()((()(()(((()(()()))))((()(()()()(((((((()))))((()((()))))(()))())(()(())()))((()())))()()()((((((()(()()(())()))()()()()()))))()((()))(((()()()()))()((())()(()()(((())()())(()())(((()(((())()())()(((()()((()))))(((((())(())(,-1,54
()()(())()(())(())(()()())(())()(())(())()()()()()()(()()())()(())(()())(()()())()()()(()()()())(()())()(()())(()())()(()())()()()(())()(()()())()()(()())(())(())(())()()(())()()()()(())(()())()(())()(()()()()())(())()(())(()()())(())()()()()()()(()())()(()())()(()())()(()()())()()(())()(()()()())(()())()(()()())(()())()()()(()())(())()()(()())(())(()()())()()()()(())(())(()()())(()()()()())(())(()())(()())(()()())()(())()()()(())(())()(())()()(())()()(()()()()())()()(())()()(()())(()())(())()()(()()())()(),2,0
(())()()()()()()((())(()(())())(((()()())())()((()(())()()()((((((()()()))((()))()(())((()())((()))(((()()()())))((()(()())()(()))((()())))(((())))(())(()))(()(())(()))))((((((((((((((((((((((((((((((((()()()()))))))))(()()()()(((()()((((()()))(()()(()))()))()(((())())()))))()((())())()))((())))()))())(()))((())(()(())))))(()((()(((()))())))(((())(())())((()))())()(()(())())())(()((((())()()()())()())()(())))))()((()((())(())()(())))()(((()()()(((()())(()((()((()(()((((())))))))))))))))))))))))))))))))))))),39,0
()(((()(((((((()(()))((((()())))((()(()))()()()()((())((((((((((((((((((((((((((((((((((()()()()()()()()()()))((()())())(()(()()))())(())(()((()))((()()()))()))())()(((((()))))((())))()())(()()()(()))()))))(()(()))()))()))())))((()((((())((((((()((()((((()())))()()())()))))()())()()))(((()((()())(((())(()))(()))(()()())((()))((()()((()((()))()(())()(((()()())())()())))(((((()()()()()()()()())())))((()))())(((())))(())()))()))()(())))()(((()))((())(()())())()()()))()()(()()))))))))))))))))))))))))))))))))))),47,0
()()())()()((())((()((()(()((((())(())))()())))(((((())))()))()((()(())(())))(())())((((())))()()))())(()()(()()((()(()((())))())(()))(()()())))(()()))(((()((((()))((()()((((()))))))()()))((())(()))()()(())())(((()(()(()))(())())()(()()()(()))))())()))()()))(()))(()(((())())))))))(((()())()((())(()()())(()()())(()))))))))(((())))()))))())))))))()))))))()())())(((((())))(()()(())(()((()()())(((()()())(((((()(()())))()(()(()()((())()))()(()))))))))(()))))())()()())())()()())))())()))((()))(()))(()()()())))(((,-1,-40
()()(()()())()(()()())(()())(()()()()()())()()()()(()()()()()()()())(())(()())(())()(())(())()()()()()(()())()()(())()(())(())(())(())(())()()()(()())(())()(())(())()(()())()(()())()(())()()()()()()()(()()()()())(()()())()(())(()())()()()(()())()(()())()(()()()())(()()())(())(())()(())(()())()(()()())(())(())()()(())(()()())()()()(()()()()())(()()())()()(())()(()()()()())(())()(())()()()(())(()())()(()())(())()()()(()())()()(())(()()()())(())(())()()()(()()()()()())()(())()()()(()())(()())(()()())()(()())(),2,0
(((((()))()()(((()(()())()()(()()()())()(())((()((()()))()((((()(((())(()))((((())((()((())())(()))((()(()()())())(((((()(()((()()(()))(()())((((((()))((())((()((((((())()())()))))()()()())()())()(()())(()((()()))))(((()()(()()(((())(((())()))(()(())(())((()())))))))))(()))((()()()()()(()((())((()()))(())()(())(((()()(()())())())())()())(()))(((())()(()))((()((())((()))(())((((()(())))))(()()()()((()())(())()(((())()((((((()(()((())())))()()()((()()())()()))(())()))()(((()()(((((()()()()))((()()(()()(()())),-51,48
())(()(())(()((()(((())())((()())))()(((((((()(()))()))()(()((())()))((((()(()(()(()())(((()((((()(()())((()((()(()())(()(()))(((((()((((()((((()(()()(()(((())(()())(((()()))(((())(()())()((()(()(((()()(((()(())(())((()))(()))))))))(()()((()(()(((()()())))((()())((()()))((()((()))))(((())((()())))(()))())(()()(()())(()((()))()))(()(()(()))))))((()(()()()()(((())()(()()()))())())(((())(((()))()())()))(())()(()()))())))()(()()))(((()))(()(()()))(()))(()((()))()(()))((((((()())((()())((())))()()(((())((())()(),-1,52
(((()()(()(((()(((((())(()())((())))())()))()()(()()()))(((()()())(()(()((((())((())(((()((())((()())((((())))())))())(())))((()(()(((()(((()((())((((((())()((()(())(((())())()(()(()())()(()))()()()))(()()((((((()())())(()))))))()((())()))(()((((()))()))()))()((()())((((())())()(())())))()()()((((((()))))()(()(((((()())(((())((()())(((()))())())))(()(()))(((()(((()((())(()(((((()()())(((())(((((())(((()))()()))))(()()(())())()((()((()))))(())))))(()(()((((())())())())(((((((()(()))(()(((()()(()(())(((()())),-63,60
((()(()())()))()(()(()))((())()(((()())()(((()())))(((()()()(())((()((()(())((()))))))())()()()()()()))))()(()(()(((()(()()(()()()(()))(())()(()())(()((((()())())()())()(()))())(())()()()))((())))))()))()((((()()))()(()()((())((((((()((((()()()))()))())()))()((((())))()()()))))()())()())(((())())(())))()()(())())(())()()()()((()())())()()()()()(())((()))()(()(((((()()((())())((((()(()(((()()((((((((((((((((()()()()()()()()())()()())(()(()())(()())())((())(()()())))((()(())(())()))))))))))))))))))))))))))))),31,0
()(())(((()()))())()(((()())()()))()()()(()()(()(((()))(())(())(()()))))(()()(()))()((((((()()(()))()))()()()()(()(((((()(()))(()()(()(()()()()(()()(((())())(((())))())()(()(((((((()))())()))(((()(()))))(()(())))((((()())(((()()())(()()))))(((((((((((((((((((((((((((()()()()()()()())))()))((()(()()()((()()())()())(())((()))())))())()))(((()))()())())))(()))()(((((()())())((()(((())((((()))(((()()())(())())(()(()()())(())()))(()()()))((((())(())(()()()())(())))()()()))))())))))))))))))))))))))))))))))))))))),44,0
((((((()())()(()(((())(()))((()())))()))(()())()()))()(()(()())())((())()(((()())()((((())())(((((((((()()()))())))()(((()(()(((())()(())(())())((())((())()((()(()))))(()()())()())(()(()))()()(())(()((((((()))))(()))(())()()((((()((((()()))(((())((())))()(((((((()()))((()((()(((())(()()()()()()(((((())))()(((((()((())()(())())())()((())((()()()())()))()()))((((((()))(()()(())))())())(()(())(((()(()(()))())((())()))(()())(((()())((())))())((()()(())()))()))()()())(()())()))()))(((()(((()()(((()())()()()((()(,-49,48
(()(())())(((()()))(((())()()(()()))))((()(()()((((((((((((((((((((((((((()()))((()()())))((()))())(()(())))()((()()()(()))((()(()()()(())))(())(((()()()()())())))))()())))()()()(()(((())())))(()())((()((())))()()()(()((())(())())(()))))((()))()()))))((()))))()))())())()())()((())()())(())())))(())))))())(())(()())(())()(()((((())())())()((()())))()(())(()((()((()()()(()((()(()))())((()))()))()()))())(((()))((()())(()))())))()()((((()))())(()))()(()(((()))))()(())((((()((()((()))()))(())())()))(()((())()))),30,0
((((()((()())()(()))(()())))((())))()(((()()()))(()(())()((())()))())(()()(()((()(()())))())))()(()(()((()())))((())()(((()()(())()()())((()())()((())))))(())()((()))))()((()()()()()(((()(()()()(()((()())((())())(((((())()((((())()(((())(()(()(((())))()())(())())))))((()((((()()()))()()()())()())((()(()(())(((((((()())))()(()())((()()())((()()()()()()()()()()()()())(()))))(())((())()()(((()))(())))(()()())(()())()())(((()())(()()(())(()))))(())()()(((((()))((()()())())())))))()))))())))(()))))))(()()))))))),26,0
(((((()()(()(()))())(()((()(()(()((((()())()()(()))())()(((((())(((((()(((())(((((()(((()((()()()(())(((())())()(((())((()))(()((()(()())))()((()()()((((()((()))()((()))(()))(((((((()()()()())((()(((()(()()()())())()()()())(())(())))()(()())(()(()(())))(())))))()(())()))(()())))))())((((()())())))()(((())))(((())()()()))())((((()))((())()))()()()(())())())())())()(()))()())(()))))()))((((()(((()()()()(()(((())((()())))(()()))(()(((((((()()(()((())(())()(())()())))(())(()()(()())))))())()(()())((())(((()((((,-53,44
(())()(()())()()()()(())()(((())())())()()(()(()(((()(((()((()())(()())(((())((())))((((((((((())(()))))()()(()((()))()(()()())()(()()()))(()((((()((())(((((((((((((((((((((((()()()()()()()()()()()()()()())()))))))()(((((())((()(()()()()()()))))()()))())()))))))(((()()))(()()((())((()((()))(()))))()())))(())()))(((()))()()))((())()))((()(()))(()()))())()()()))))(()(()(((())(())()()))()()()(())()())(())))(()()))(((()(())((()((()())())))))()()()()))()))(()))(()))))))()()))(()(()(()))()))()(()((()()))))))))))),46,0
()()()()()((()())()())(())(((())())(())(()()())((())(()(()))((()))))()()(()((()))(()((()))()())(())()((()()(()()))(()))(()()()()()(()(()((((()((()()()())(()()()()()())))()(()(())((()())()(())(())(()))))(())())()()()(()(()()((()())(())(()()())()())(()(()))()(((()()()()()()))()(())(()())((()))((())())))))(()((()((()()))))()()())))()))()(())((()())((((()())((((())()(((()()()()()()()())(()))((())(()()))))(()())))()()()()())((()((()(()()))())))())))((()))()(())()()()()()(()()(()((())(((((()()))))((())()(())))))),11,0
()()))))))()()(()))())())))))((()))()))()(()(()(()))((()())((()))())))))(((())())()())()()())))))())))))))(()()))())()())(((()(()())(()()(()))))(()(()()()))))(()(()))))())()())())()(())))())(()(())())()()(()()()(())))))()())(())(((((()()))))((((())(()))(()()))(()()(()))())(())(())(((()((()())))()()(((()()(()(())()())((()()))(())())())))))())(()(()))))()()))(()))())))()()()()((((()())()(()()((((()()()(((())()()(()(((())())))((())(()())()()(()((()())))((()()()))(()))((()((()()()))()))())()()(()()))())(())(()),-1,-48
(()())(((((()))(((()(()((())(())(()(()(()()(((((()))()))))(())()()(((()()()())((()))))())()())())()()())()((())()()()()()))))))()()()()(())(()))(())()()(())()((()()))()()()()(()(())((())())((()()(()(())))()))(())(((()())()(()((()()))))((())))((())(((())))((()())((()(((()((((())()()(()())()((())))(((()()()((((((((((((((((((((((()()()()()()())))((()()))(((()()()())()()()(())(())())))((((()()()()()()()()))())(())()))(((((()()()))))))())(())(()(((()()(()))(()((()(()))())((()(())))))))))))))))))))))))))))))))))),35,0
(())()()((())(()))()()()()()()(()())()()((()))(())()()()()()((()())((())))()(())(()(()(())(())(((()()(((()))()((()(())))())())(())))((()((())()((()((()())))())))())(((()))(())(()))()()()))()(()())(())(()(())())(()())()()(()((()))()(((()((((((((((((((((((((()()()()()()())()))(()())))))(((((()()(()(())))()(((()())))))))))())())))))))())))(()()))((((()(()()())(()())((())))(((()))()((()))(((((((((())))))((((()(())))()(())(()))))))(()()))))))((((()))())((())))())()))()(())(()()()(()()((()(((((((((()))))))))))))),25,0
()(()(()(()))(((()))(((()((())())(((()(()))))()))((()))()())))(()(((())(()((((()())())()))))(()())(())))()()(())()()(()()()(())((()()()(()((()))))))((())(()()()()())(()(()(((())(((()()())()(()((()(()(())))((())()())()()((()())()))))))()()()()()())(((())())))())((())))(((()()))((()()()())))()()()((())()()())()(())()()()(((((((((((((((((((((((((((((((((((((((((((((((())))())((())((()()((()())))(()())(((()()()()()()())()(()()()())))(()((())(()))(()()(()())()))((()))))))))))))))))))))))))))))))))))))))))))))))),49,0
(())()()()()(()())(())()()()(()()())()()(())()(())()()()()()(())(())(())()(()())(()()()()())()(())()()()()()()()()()(()()())()()()()()(())()()(())()(())()(())()(()()()())()()(()()()()()()())(())()(()())(())()(())()()(())()()(()())()(())(())(()())()(())()()()()(()()()())(()()()())(())()(()()()()())()(()()()()())(())(())(()()())(())(())(())(()())(()())()()(()()()()())(())(()())()()()()()()(())(())()()()(())(())(()())()(())()(()()())(()()()())()(()()()())(()())()()(())(()()())()()(())(())()()(())(())()()()(()),2,0
((())(())()(()()((((()())()((()())())))(()()()(()()())((((((()(())))()(()))()()))))))(()))()()(()((()(()(()()(()))(((((()))(())(((())((()))))(())()())))))())((()))()((()(()))((())()()(())())()()))()()()(())((((()))(()()(())()))()(()(())()))()()()()(())(())()()((()()()((()))))()((())())(()()()()(()()))(()())((()())()((()(())()))(()))((((())(()))()(((((()(()(()(((((((()))()(()(((()())()))())(((()((((()(((((((()()()()()()()()()()()()))()((())()))()())(()))((()))))(()))((())()((())(()())())))))))))))))))))))))),29,0
()(((())()))(())()()()()(((((((((((((((((((((((((((((((((((((((((((((((((())()))(())()(())()))()((((())))(()()))))()(()())(()(())())))()()))))(())((())()(()(()(()())()()()())))((())()()))(()(()(()()))(()))))((())((())))()(()))(()()())))))())(()(()()())()))()()()((()))(((()(()))))()((((()()))(())))(()())((()))()())(((())()()))((())())())))())))(((((((()((()((()(()(((()))()()()(()())(((()(()))())((()())())))))(()())(()))())())())())(()()(((()()()((())())((())()((()()(()())()()()))))))))))))))))))))))))))))))),50,0
()))()((()(((((((()((()()))((((((((((())()()(((((()(())()((()))))((())((())())(()((((()))()()()(((((())))((((()))()))()()()((())()(()()()(()))()))(((((()())())(()((((()))((())((()(()((()(((())))((())())(()(()(((()()))))()))))((()))))()((((((())())())())())(()))())()())))))(()(())))())(())))(((()())((()(()())()()()(()())()(()((()()()((((((((()))((()(())((())((((())((())((()((()()((())((())((((())()))()))(((()(()())(()(()()))()((()(())())))(()(()((()((()((()()(((((()()()())())(()())))((((())(())))))))()))))((,-1,52
()()()()()()(())()()(((()()(()))())((()())))(()())(((()((((())))()))(()))(()(())()((()()())))(())()()())()()()((()())())()()(()())()()((()))(())()()(((())))(()()())()((()()((()))))((((((())()()()()((()(()))(())())(())))((()())()((((((((()))))))))())(())((()()))))(()(()())(())(())((())(((((((()))))())(()((())(()(()))())())()((((((((((((((((((()()()()())))(((()()()()))(())((()))))((()))(())(()()(()())(())()((()())())(((()())(()()())))))))(((((()))(())(())))))((())))()()((()))))((()(())(()(()())))))))))))))))),24,0
()()(((((())(((())((((()))()(())))(()(()(())((((()()())(()(()))()()()((())))(()()())((())((()())()(()))))(()))))((((((((((((((((((((((((((((((((((()()()()))()(()(()())()(()))(()(()()()()())()()(()()()()())(()())(()())(()()())()(())()()(())))()())(())))(()))))()))))()()())((()))(()()((()())((())))((()())())()))()((()()()())(()())()()())))()()))(((()))()(()(((()()))))()((((()(((()))()))()()())()))(())())))((()))))(()(())))()))))((()))))()()()(()((())((()))(())((())(()()()((((((()))))(((()()))))))))))))))))))),41,0
(()((())))((())(()))()((()()()(()))(((()(()))()(()))((()()()()((())())))))(((()())(()((((()))((((((()(((())(()(()()))(()()(())(((())())))(()()()()())))(((()))((()()())(((())))(()(()(((((()()(()())))()))))))))()()((()))())))())))((((((((((((((((((((((((((((((((((((((((()()())()())()()()()))(()((()()(())()(()())(()())(()()())))((()(()()()())))())(()(((())())))()(())()((())))(())())()()))))(((()(()))((()(((((()))))(())()()(()(()()((()))((()())))))()()))))()()))()()))(())(()((()))))))))))))))))))))))))))))))))),45,0
()()()()(((()))())()(())(()()()((())((((()()())())))()()()(()))())()((()))()((())((())((())()))(())(((())(()((()))((()()())(()()())))))())()(()()(()((((()())(())))()))(((())(()())())()))()((((((()()()()()()()))(()()(()()()()()()())))()()()(())(((()())())(()()()(()))))()))((((()))))(()()())()(()(()))()(()()((()((()))))(()))()()()()(())()()()()(((())))(())((((()())(((())(()))()(()(()()()()()))))()()()(((()))))(()))()(()()())(()(()(()()()))(()((((()()()()()()))((())))()(()()))()((((()))())()()())())(()))()(()),7,0
()(()(()))()(((())))((((((((((((((((((((((((((((((((((()))()))()()))))((()())(()())(()())))(())))()))(()(())((((()))()(()))))))()((()(()))(((()(()))()))()()(((())((((())))))()))((())))((((())))(((((()(()((())(())(((())()(()(((((()()()()())())()())()()())(())))())()()()(((((()((()()())()(()()()())))())()(()())())((((()()()())())))()()((()))()()())(()()(())))((()()()()()())()()))))()()(((())(()(((((()())()()(()(()(())())(()()()(()())(()))((())(()))()))()((()((())()))()(()((())))))))))))))))))))))))))))))))))),35,0
()())(())(((((((((((((()(())(())(())(((((((()()()()))()))((())()()(()(()))(())()(())()((()())((((((()()()((()(((()()(()))((()()()(()(())()())(()()(()()(()(((((((()(((()())(((()(()(()()((()))(((())))))(()))))))))())()(((())((()))((((()))()(((()(())))(())((((((())()())(()((((()(((()))))((((((((((()())((())))())(()(((()))())))((()(((())()()))))(())((()()))())(()()()())()())))))(()())))()(()()))))))(())((()))((())(())))(((()(()))()())(()))(()(((())())(())(()())()(())()((())((()()((()))()(()()))())((()(()((())(),-1,48
()(())()(())(()((()))()(((())()()())(()()())((((()((()()((((()))((())((())()))(())((())()())(((())(())))())((((())((()((()(())(())((()(()()())()())(())()))))(()()()())()())(())(())()()))(((())()()()())())()))()()())()))))))((((((()())(())))())())()((((()))))(((()))())()())(()()))()()(()(((()))))(((()()((())((((())))()((((((((((((((()()()()()())(()())()))(()))((())))))()()))(()())()))())(()((()()))(()))(()))())(()))()()(()()()(()((((())(((()((()())(())()()()())))(())((()(()())(((((())()))((())))))))))))))))),20,0
()((()()()(()())))(((()(()))((())))()(((()()(()))(()()()()()(()(((()((())))((((()(()())()())()()())(((()))(()(((()()))((())(())))((()()))()(())))()(())()()(()((((()()())))(((())()(()))((()()))(()()())()())))))))())(()(()((((()(()((())(()(())())))))((((()))((()))))(()()(())()()()(((()())))))()))((()()()))((())((((()(((()(()()()))))())()((()))()(()))(()))))(())()()()))(((()())()))((()(()((())()))))((()))()(())()())()(()()(((((((((((()()())(()))((()()()())(()())))()()(((())()())()((())))(((())(())))))))))))))),15,0
()((()(((())()(()(()))()))()))((()(()(()()(())()(((())(())()))(()()()(()()()())))(()(())()(()()()))))())(())((()()())()((((()(()))))()(((())((()())())(()))((())((()(())()))(()(())((()())(()()())())())(())())(()()()())())))(()(()()()))()(()()(()()))((()((()))(()()))(())()(()()))()(()()()())()()()(()(()(()(()(()())())()((()()((()()))(()(()())(())(()()))(()())(())()()()((())()())))((((())()))(((()()()()())()))))))()()(()()(()))(((()))(()()((()()))(()(())(())()((((()()()())))()()()())()))(()(()()())))()(((()))),8,0
(()())((((()())))(()()))()()()(((()))(((()))()(()()(())())()))()()(((((((())()))))(((())((()))))(((())((()()(((((()(())))())((()())(())(()((()()()())(())(()(((((((((()()))))())((((((((((((()()()()()()()()()()()())(())())()()))))())))()))()())(((()((((()(()((((())()()))()))((())()))(())))))()()))(()(()((((((((())))(((()))(()(()())(()))())()()(((())(()))))())((()(())()))((())((((()((()()))())))()(())(()))())(()(()(())))(()())(()())()))(())()()())))(((())()))()())(()())))))))())))(()))(()))))()))((()(((()))))),29,0
())())))))()((()(()))))((()((((())()))((((()(()))(())()())))((()()()())()((((())((()))((()())((((()(())(((((((((((()()))((()())(()((()((()((())))))))((((()(()))()(((()()()())(()((((((()()()))((()()))((((()())(((((())(((((()))(()())))(((()((()())())()(())(()(((()()))((()()())))(()))(()(())())(((((())))((()(((()))())(()))(())(((((())(()(())))()))(()))))(())()()((()))((())(()(())(()())))((((()))((()()))()))))()))()(((())(()()((())((())()(((()()())()())(())))))(()()(((((()((()()((()())()))()))(((())())())(())(),-1,40
(()())))(((()())(())((())((((())))((((((()((()()()())))(())(()((()())(((((())))))(()()(()((((()))))()()()()()(())())((((((((((()()()((())(())(()(((())(((((())()((()(()))(()))((()(((()))()))()()(()(()()()()()()()()((()))))((()())))(())(())(())(()(((())(()((()(((()))()(((())()()()(())())()(())))((()(((()())()()()))))))())()))))(((())))))((()()(((())())(((((()()())((()())())))(((()))()((())()()((()(((()))())()((((()((()())))(())))(())((()()))((((()())))())((()((())()()())())((())()()((())()((())((()()(()()))((,-2,42
((((()())()(()()())())(((()))()))(((()))(()(()))()(()()((((()()(()((((()(((((()()(()((()())(())()((((()))((((((((()((((()(((((((()))(((()(((()())(((()((()((()()()(((()))()())(())())()))((())))())()((()())(()(()((()(()(()))))()))()())(()((())))))()()))((((()(())(((()(((())))((((()(((()())((()))))))))))))()))(()(())()((()())(()))))()))((()()(()()()))())()))((()()))())))()(())()())))(()())())()(()(((()(()()()(((((()()))()(()(())(()(())()))()))((()))(())))())()(()(()((())(((()))()(())((()(((()(((()((())()()(((),-57,48
()(())(())(((()(()(((((()()()()))((())()(()()()))(())(())(())()()()))(((())(()())())()())((()()())))((((((((((((((((((((((()()()())(())(())()))()()))()))(())))(()(()()())(())(())(((()))())()()()((()))()((()(())((()(()))((())))(()())))()())(((())(())(()))()())(()(((())(((()(((())(()())(()()()()))))((((()())()))()())((())))))()())(((()())())())))((()(())()(((()((())())))()((()(()((()))(()(((())))))((())()((((()()))((())))()))(()(())())(()()((()))))())(()()(()))(())()))()((()((())()()((())))))))))))))))))))))),27,0
()(()(())(()(())))()((()))(((()(()(())(())())(()(((())())(())))()())(()((((()())(((((()())())()))(((()(()()((((()))))(()))(())((())((())())))()()(((())()()())(())(()())))()()))())(())(()()))))(((((())()(())(()))())))()(((())(())))((()(())((())))))()())(())(())()(())(()((()))(()))()((()))()((())()(((((((((((((((((((((((((((((((((())(()()())(())))))()(())()()))))()((()))))())()(())()()(())())()(()))))))(((()())(((((()()()())))))()))(((())))))))((())())()((())()((((()))))))())()(()()(()()))((()()))())))))))))),35,0
())))))()(())))((())((()(((((((()))))))((())())())))(()))())))())))(()((()())()()))())()))))))))(()))(()(())()))()))((()()((()((())))()()()))))(()(())))()(()))(()()))()(((()))))()))(()))()(())))((()((()())))))))))))()((((((()())((()()(())()()))(((()((((())))))())())()))))(()((()()()())()()()(())((()(())()()()(()()(()()())))((()(()))((()))())))((((()(()(())))(((())((()))())()))(()))))()((()))))())())))()())()()((()))))))))()))))))))()()(((((())))(())()())((()()()))()()))(()(())(())(()))()))(()()(()(((())(((),-1,-60
(())()()()((()())(((()))(((())((()((()))(((()))(()()))(()))())))(((((())((()((()(((()((((())()))))(()(()))((()()((())((((((())))))(())))()(())(()((()())))((()()(()(((((()()((((((()()()()()()()()()()()))))(()(()(()))))))))()(())())(((())()(()(())(()))))(()))))(((()())(()))()(())(((())))(((()((())()()()(()))(()()(())()(((()((()(()((()()())(())()))))()))(((((())))())((((())))))())((())(()())))()(())())))(())())()()((()))(((()(()(()))())(()()))))(()))))())(())()((()))))))()(())(()(())((()))()(()()((())))))))))),29,0
(()()(()((()()((((()((())(((())((())(()())()(()()())(()())))))(()())(()())((((())))(((()(()())())())(((()())))))))(())(()((((())(()(()()(())))())())))()((()())(((()()))(())((()))()())()(()()(((())((()))(((())()())(())())()))(((()))))((((())())))(((())))))()()(((()(((()())()))()((()()()()))))))((()()()((((((()()(()()()()()))((())))(()())()(()()()())((()(())()(())()())(()())((()()()()()()()()))))((()())())()((()()(()(()())(()))))))((())()())((())())))(()(()))())(()()()))(())((()((()(()))()))())(()((()))())))),14,0
()()((()))(((()(((()()))())())())())(()())()()()()()((((())))())()(()((()))())()(()(((((((()(()((()(()())())()())()()()(((()((()()()())()(((((((((((((((((((((()()()()()()()()()())())(()))())))())()))))((()(()((()()(()(())))())())((())()))))())())())()(((()()())((()(())()())()))())()))()((())))(((()((())((()))()()))()))))())(()(())()())()()(()()(())()(((((()()()(()()))()()((((((())))()()()))))()()(()())())(()))))()(()(())()(())((()())()))(()(())))))(()())((())((()()))()((()(()(()())))))((()(()))))()))))))))),35,0
