sequence,stack_depth,count
)(((())))))())(((())()(((()())((((((())())))))(((((()))))))())(((()()())))())()))((((()))((())))))()((()(())()))())))(((())))()()())))))()(()(()))((()(()))()()())(())))(())))((()(()))())))(()((()(()))()(())())()(())((()()()))()()()()())(())(()))()())((()()))()))(((()))())))()(()())(()()()))())))))(())((()))((())(())))))(())))))))()()))(()((())(())))()()(()()(()))()))()))(()())()(()())))))(()))())(())(()()((()()))(((())((()()()((()())()(()((((()((()()))))))))()(())))(()())((())))))(()()(()((((()()(())))())((,0,-48
()(()())()()()()(()()())(((())())((())((())))(())((()((((())))))()))()()(()()(()))()()()(((())))()(())()()()((()(((((())((())))())())()(()()(())))((())(()()(()(((((())((((()()(()(())(()())())))()))))()(()))(()((()((())((())()()()()()))(()()()()())(())()())()((()))))()))(())()(()()((()()())())(((()))))))))()((()())(())((((()))(()())))(((()))()))((()))()(())()(((()())))()()((()))(()(()())()((((()(((((())()()(())())((()))())(()))))((()()(((())(((((((((())((()(((()))())((((()(()()))())()(()))))))))))))))))))))),24,0
((((()(()()(())))()))))(((()()()(())((()))()())(()(()()))))(())((()(((())))((()(((()((())()(((()))))())()()))))()()))))()(())())()()())))(()()))(((())((()())()())()(())((((())(())()))()()((()))(()()()((((())))()()(()())(()((((())))))))(()(()(((()())(())))(((()))()())))))())))((()((()))())))()))(((()(())))))((())()))(((()))((((((((())()((()(())()))()()))))(((()((())()(())))))()(())(()))))))))))(())))()())())(()(()(((())())((()))((()()(((()((()()(()()())(())(()())(())(()))))())))((()()())(()))())((())((((((((,-7,-12
)((()())))())))((())((((()((((((()()()))((())()(())(()))())))))()()(((((()((((()()()(()())()(()(((()))()(()())))(()()(((()()())()()())(()()(((())))()()((())())()()()))())()((()())((())((()(((((())((())))()))((()))(()()()())))(()(()())()))()()((((((()(())))()((())())))))((()))()((()())()))((()))(()())(()(()(())(((())())))())()())()))))()()(()((()(())(((()(()((((((()()()())()))()()((()(()()())()(())()(()((())()))(()(()(((((()))()()()()()(()(()()())((((())()))(())))())()))))))))())(())()(())(()(())(())())((()(,0,14
)()))))())())((((((((()())))))())(())((()(())())()(((()((((()((()())))))())))))(())))((())(((()()()()((()()((()(()(()(()))())(()()))()(()()())((((((()(()()()(((())()(((((((())))(()()()(((((((((((((()))())())()()())))(())))))(((((())()(((((())))()())()()())))))))((()()()()((((())()(())(())))(((())()))()(())()())(()))(()())())()))()))())())((()))()((())))))))((()))()()()))((()()(())))()()(())()(()))(())(()(()))))())(()))())((()(((((()()))((())(())((((())))(()())))))))()()(()))))(()))(((()((()())(())(())))(((),0,-4
())(())))()(()()((((())((()()())))())((()())(()))(()())())(((()(()(()((())))((()())))((((()(()))()(()()((()())(((())))))((()()(()()())(()((()))((()(()(()(())())((()())))(())(((()((((())())()))(((((()(()(()((()()()()))))(()())((()())())()(()(()())())(())())()))()(((())((((((())(())))(())))(()(()))))(()(()()((((((((((())()(()))())((()(((())()((()))((()))()))))))(()((((())))()())((()((((())))())()))))((((())(((()((())(()()())())()()(())))))()()))((()))(()(((()())())))))()((())())(()))(()())((()))(())))(((()))),-1,16
()(()(()())()()(())(()((((((((()((())(()()()()((()((()()))())(())()))())))((())))()(()()(())))()))((()()))(()))()()))())(((((())(()))(())()()((()))))(()((()()()())))())()()()()()(())()()()((((()(()))))())(()(((()))))()()()()()(((()()((((()())((()())((((())))))((((()(())(((((())())())(())()())(()))(())((()(()())()))()))()()()((()()(())(((()())))))(((((())()()())))))()()(())())))()))))()()(()())()()(())(()(((())))(()()))((()()))()(((()((()((()(((()))()()(()(()(((())()((()))())))((()()())(())(()))(())))))))))),17,0
)()()()()))()((())(()))(()()()())))(((())))((()(((()((()))))()()((()()((((()())(()()(((((()()()()))))((())()))))(()))()())((()()())())((())()((()(((()(((()()()((()())()((()()(()(())((())(()(((((()()))((((((((()()))()()())(())))))(()()()((()()(()(()())((())))()()))(()((()))(((((()(())(())()()(((()()))()())(()())((()((()()())())(()()))(((()))))((())(()()))))())))))())))((()(()))(((())(())())()((()()(((())(((()(())))((())))()((()()))((())())(()()(()((((()()())))))((())))()))((()))(())()))()()())(()())())())()),0,14
((((((()())(()))(())(()(())((()((((()(())))()))))((())))())())()(())((())())()(()()())()(()()()()))()))()()())())())(((((()(((()()(()))))))((()())))())()()()()(()(((())())()()())))))))))(((()()))()(()(())(()()((((())))))(()()())))(())()())(()()())(((((()())()()()(())())((((())()()()()()(((((()()))))((()((()())()))))(()()())(()())(()()()()(()(()()))()()())))))()(()))(((((()()(()(((((())((())(())))))))((()())(())())(((())()(()((()))(()))(((()()(((())(())((())))((())))((()()(((((()())((((()))(()())(()()())((((,-13,12
())(()))())())()(())()()(()())))(()())((()())()(()())()(()()))()))(()))()()()(((()))()((()((())()()(((())())(()(())())))((((()(()(())(()(()(((()())(())))))(())())(()()(())())((((()))()()())(()()))(())))(((()())))((())()(())(()(((()()())()()((()))())((())(()))(()((()()()))((())))())))(()()))())(((())))))(())()(())((((())())()(()())))(()))()(())()())(()(()()((()()()()))()()()))(())()(()))))((())(())((()(())((())()((())())(()()(()))()((()))))()(()()))(()))((()(()()()))()((()())))())()(()()))))()(()())(()())(((,-1,-14
)(()()))))()))()(((((()(((((()))((()()(()())(()()((())()((((()))(())((()))())))(())()()))))))))(()()()(())())(())(())((()()(((()()(())))((()((((())))))())(((())))()))(()((()()))(())(()((()(((()())()))))()(())())))()(()())()))((((()()()(()((()()()))((()(()())(()())(()())(()((()()())((())(((())()()))((())((((())(((())())()))(()())))()))(((()))))()))()(()()())))(((()(((((()())(((()(())(())()(((()(((()))())()()))))((()(())()(()(()))(()()))))))()))((()((((()(()())())((())()(()(())(()(((((()(()()(())))((()((()()),0,18
)(())(((())((((())((()))()))((((())))((())((()()(((()(())())()))(())(()((()))()(((()((((()())))(()))))())))((((((()(()(((()))))())((((()())())()()())(((()))()))()(()))()()))((())))(()(()(()((())((()(()(()))(()))(()))))(((((()((((((((((()()))))()))((((())())()()()(((())(()((()())((())((()(()()())(())))((()((()((((()()))((())(((()((((()()((())))()())))((()))(()(((()((()()()(((())(()(()(((()((())))())()(((()(()((()(()())))(())()(()((((())))())()(((((()()))(()((())()()())((()())()())()(((()(()()(((()((())(()(((,0,66
())()(())((()())))()))))))))((()()((((()())())))))))(()(())()((())(()))(((()(((()(())())((()()())(())()))((((()(()(()))))(())))()((()())))))())()))()()(()()((())())))())((())()((((()((()(((())((()()(((())()(()))()((((()))))()()())()(()((()(()((((())))(()(()((())()(())())()))())()()(((()(())()((()())(((((((((((()((((()()(())()))(()(()(())(())(()((()(((())()(((()(()((()()))(()()((()))(()()())(()(())(())())(())))()))())(((()(()))()(()))(())(()((())((()()))()))))()()())((((())())()(((())(()()((()()))))))(((())(,-1,26
()()()(()(()(()))((())))(())(())()(())()()()((()))()((()()((((()()))))())(())((())))(()(((()))(()())))((()(((()())()((()))))((((((()))()()()()((()())()))))))())(()())()()()(((()))(()()(()())))()((()(())(((()()())))((((()()))(((((())())()()((()(())))()()(())(()(()(((((())))())((((()()))((((()((())))))(()(()(()())())))()()()))()(()(()))))(()()()(()))((()((()))(()(()((()))(())()(((()))(()(()(())()))()())()()))))()))))())()()(()())()(()()(())))))(()())()()()()()((())()(()))(()(()()((()())()())()()))((()())()()),19,0
())))))()))(()))(()))(())))()(()(())))()())(())))))())((())(((()))))())(())))())()(()))))))()((()(((((())()(()()))()))))))(())()()()((()(((()))))())(())(()()()))()))()())((((()))(())(())))(())))(()))))()(())())))((()((()()))((()))()()(()(()(())))))(()())()))()(()))))))()()(((())()))())())((()())()(((()()))))))((())))))(())()(((()((()))((()()()))(()(((())(((((((((()()(((()))(()))((()(((()(()()))()()(())()())())))))()((((()()()(()()(()((())(()()()())()()(()((()(()))((()())((()())())((()(())()()))))(()()))(()),-1,-34
))))(((())()()))((()))()))(())(()((()()())((()())()()(()())((((()())())()()()((())(()())(()))))))()))()()()))())((()))())((()))(()())()(()))()()(())(())))((())(()((()))()))()(())(())((((((()))())())((())((()(()))()()))(())))(((())(()((())()))())(()(()()))()())())(()((()))(()())())(((((((()()()(()()()(()())())()((()()())()))))()))))((()()()))))))(((((((()()()((())()))))())()(()(()()()(())())(((()((((((((((((())()()))(())))())(()()(()((((())((()(()()))((()))()(())))())))))(())()((()()(()))))(((())())()))((()(,0,-6
(())()((())))(())((())((()()((()())())()))))(())))(((()(((()(()))(((()(())(()(()((((())))(((()(()(())(()(())(((())()()((())()(()))(()()()((((()())))()(()())))((()(())))())())())())((())(())()()()(())((())))())(())((()()())())((()(())((((()))))()()(()))(()((()(((()()()()((()()((()()(())()()))())(((((()(((())(())(((()())(())()())())(((()((()())()))))()(())(()((())(()))))()))(()))(())())(((())()))()))))()())))(())(())))(()((((()())()))))(((()()))))))))()(())())((()()()(()(((()((()))))))((())))))))())())(((()((,-3,4
(((((())(()(())(((((()))()()()()()((()()(()((()))((()()(()(()((()))()))((()()((())(()))(()))(((((())((())(((((())((())(())())())())()))(((((((((())()()()()))))()()(((()(((())((())))())))))()())((()))))()))))()(((((())()(()(()()())(())())()(())(())((())))((((((())((())()))())()()(()((()())))(()))((())))()(()((()))))))))((((()()(((()))()()))()((())((()))(()))()())()()()(()(())())((()(())()))))((()()))()((()(((()())((()((((())((()))()()))()((())())((((())((((((((()(())))(())())()()()(()))))(((())(((()()(()(((),-35,34
(()((()()()(()))((()))()))())())(()(()()()))((((()())()(()))(())(()(())())((()()))())((()))()))))())())))(((())))((()())(()(()())(())()())())))(((())(())((()()()))))())(((()()()(())(()))()()()()(()()))(((())((()))(())()(((())))()(()(())))))(())))())()))))))))(()()((()(()()())()(())))))(()())())(()()()))(())(()()((())(()())(()))())()()()(((()))())((((())(()))))((()())()((((()((())(()()()(()()))))()((())()(()))()))(((())())()(()(())()()((()())(())(()()(((((()))(())((())(((())((()((()))(()((()(()(()(()))()(()(,-5,-6
(()((((()()))()()()()))())(()((())())(((((()()))))(()(())((()())()))(()())()())(())(()()((())))(()()))(())()()(())(()())()()(((((()(()))()))()))()((()))()()()()()((((()()())))((((((())))))())())()()((()(((()()(())())))())()(()()))()((())(((((()))))()))()()()()(()(((((((())()()()((((()((()))))(((())))((())((()))()(()(()()))))((()))(())())()()(()((((()(()))((((()(()((()(())()(()()()(()(((()))))))())(()()(())()()(())((()))(())))(())())((((()()))()())())()(())()()))()(())()()))(()(())()))))())(()())()()())))))),24,0
()()((()(())(())))(()()(()()))(())(()())()((()())((()()(())())())(((())())(((((())()))))))()(())()(()(()))()()(((((()())(()((((())))(()))((((()())(())()()((((()())(()))(((()(())()((()(()())((()())((())))((()))(()(((()()(())))((((((((()(()(((((()))))(())))(()))))())((())))()))((()(((()(()(())()))(()((()()()())()()(()))(()())(()(()))())))()))(()))())((()(()())(()(((())())())())()))(()()))))())))(())()))(()(((())))())(()))()())()))((()()((()((()()))))(())((((()))()))()(((())()))))((()))()(((()(((()())))))))))),32,0
))(())))))(()(()())()()((((()))()()()))))()))())())()((())))(())()((()(()(()(()()()((()(((())((()((()))(((((((((()))((())))))((()())())()()()((()))((((())))(((())((()()))((((())()()()())()((()(()())))())())()))()))(())())()()))(((((()()()()()()(((()())))((())))()((())()(()((()))))(()())))((((((()((()())))(()())))()((()(()()((())))((((()()(()())(((((((()())((((()))()()))())(((()())))()((((()()(((())(()(((())()()()))(())()()()())))(())())((()()))())))())((())()())(((()(((()())()((((()()((())()))))))(())(())(),0,18
()()))()))((())))))()))(((()(()((())()(((((())()()(((()()(()()(()(()()())()()((((())()((()((()(()))(()(())()())))(((()())(()())))))())())))()()()((())))((()(())))(()())))(()()()(()))((())))))()((()())()((()()()))(())))))())(((())())((()()(()()((())((()(())()()(((()()))))(((()))()((((()(()()()()())()()))()()()()()()()))))()()(()()(()(())))(()((((((((((((()()))()(())()()())))))(())()(()))))()()))))(((())(())()()))(()))(()())()())()(())((()))(()())))()(()(())()()(()(()())))(((((())(()())))()(()(((()((()())(((),-1,2
))())()((()()()())(())()((((((()())))))(((()()())()()()))))(((()(()))))()()()))(((())()))(()()()((()))))((())))(()))()())((())))))(((((()())((((()()(()))))))()()((())))())()()()())))((()()(()())((())(())(()))(()())))(((())((((()))))((()(()))(((()))())(()())((()()()((()(()(((()(()(())()())(())()(())()))()))())((()()))()(())((()()((()(())))((())((())()())((((()))))(((())())(()))(((()(()((()())(((()())(((()))())()()(((()((((((())()()(()))()((()))((())))(((())))()(())(((())(((()())()((((())(())))())((()()()()((,0,16
()((()()(((((())((()))))()(((((()))((()()))()((()(((())(()())))((()())((()((())))((((())(()()()((((((()())())()(())()()(())))()(((()()(())(()(()())()))(()()))(()()()()()()()()))(((())()()((())()))())((())(()))(()(())(())()(((((()()))(())())((((())())()(()))(()))()())))(()(())())()))())((()))()()()))()))())))((())(()))()())))())(())(((()((()(()((()()())))(()))()))(((()(()()()(((()(()()()())())))()))(())()()())((()()(()))()(((((((())))))(()(()(((()(((()(((()(()())(()))((()()()))(())()((()))))))))))))))))))))),25,0
)(()((()(((()(()()))(()((())())))((()(()((()()))(()())(((()()(()()(())))()(())())())))())(())()()())(((((())))((()(()(()()()))()))((()()())())))))))()))()()(((()())(()()))(((()))())((((())()())(((())(()((()())))(((())())))()())(((()(())()))))((())()())()()))((((()))))(()()((()()(()())((()))))()((((((())))))))()()()()()))))()(()(((()()()(()()((())(()())())()))())))((())((())(()())))))))())()))(())))()()((((((()())((()))()))()((()()(()())())))(()))))(((((()()())((())))(((())(())))((()())))))()(()()(()()())(((,0,-14
))))))(())))(()()((()())))))(((()))(((())))))))))))))())(()))())(((()(()(()((()(()(((())())((()((())(()(()()))(())(())(())())(()((((())))(())))((()))(((()()()))()((()()(())()))))))))(()())()((())(())())))())))))())(()(())()())()(()(()(()))))))(())(())()))(())((())(()))))))(((()(()()()))()()))))))())))))))(()()()))()(())())(((()((((())((()((((())()))()))())(())((((((((((()))(((()(()(()))(())(((())(())())))))(()((()((()(()()((())(()()))))()((((((((()))))()()()(((()()))(((((((())))((())()((((())())(()(()(()()(,0,-12
((((((())()))))((()))(()(((()()((((((()))))))(())(()())))))()())()(()(((())(())(()))))()()(((()())()))()()(((()(((())()))())((()()))))()()((()(()())((())((())))))((()())()())(()((((())()()))(())((()())()(((())((((()())))(()(()((()(()))))))()))))())()()(())()()((((())()()((()(()()))))((()))(()()()()()(()(()())()((()(()(()()))()((((((()())(()))))()))(()))()))())))((((((()(())(((())))))()((((()())()))(()(((((()))((((()()()()(((((()))(()(())))))))))(())()(()((())())())())))))()()))()())())((((((((((())))))))))),19,0
()(())((((()))())((())((()((()((()((()()(()))()))()(((((()))))()(()(())()))(((())(((()()))())((())(()(())(()))(()()))()()()))(())((((()(((()(()()(()(((((()())())(((())(((((((()))))((((((()()((()()))(()))))))())(())))((())()))()())))(((()())(())(()))))()))))((())())(()(((())())()(()))((())(())))()()()(())(()((((((()((()((())(()(())(()())()))((())())())(((()))(()(()()()()()(()))((()((())))((()))())(()())()))((()())(())()())(()(()))((()((())())((((((())))())(()))((()((()((()(())())))))))))))))))))))))))))))))),33,0
(()()())()(())((())((()()(()))(())))((((())((((()()))())())()())(())((()((()())))(()))(()()()(()(()()((((())())(()(()()(())((((())(()(()(()()())((()()()()(()()((())))()(()()()())())))(()))))((())(())))()())(())(())()((((((()()(()(((())((()((((())()(()()()()()()))((()((()((((()))((()(()())))()()())(()())(())(())((()))()()(()()(())))(()(())))(()(()(())))(()(((()))))(()()()(((()(()))))(((((()((()(())))())(()))()(((())))))(((()(()(()))((()))(()(())(()(()))((()()((((()))))()(())())))))))))))))))))))))))))))))))),37,0
(((()(()))))(())()(()(((((()))((((())())(((()))())((()(())((((()()((((((())(())())()())()()))))))(())((()())()((())()()()))(((()(()()))(()))((()(())(()(()))(())))(()))())))((()(())()((()((())())()))(())())(()(()(()(())()()(())(()()()))((())()(())(((()(()(())))()())))((())))(()))()((()()((()()())))(())))))())())(()))()())()(()())()(())(((()(((())(()))()))))()(())()()()()(())()((()()()))()((()())()(()(())))(()((()))((())))(())((((((()(()(()((())(())))((((())(()(()(()))))))))))()(()(())(())(())))()((()))()))(),19,0
))(()()))()(())(((()))(()())(())(((()(()()())))(((()(())()())))))()((()(()))(()))()))(())(()))(()()())((()))))((()()))(())())()))())())))))()))())())())()))()((()()(()()((()((())))((()(((()((()(()(((((()))()()))()))())())))))()((())))(()()(())(())(()))((()()(())())((())(((()())))((()()((()(()())))())()))()))()((((()((((()(())((()))))(()))(())))(((()))))())))(()((()))((()(()()(())((()()((())()))()((((())()(()))(()))()(()(((())()()((()))()((((()(((()()())))()((()((()()())(()((()(()))((((()((()))(()))))((())(),0,-2
)((()()(()(()())()()((()(()()(()))())()((()((()(()((()))))()))())))))(()(()))))((()()((()()))()(((((())()(((())())())))()()()))))()(()((((())()())())((()())()(()())))())())(((((()((())()))))(()())()()))(((()(()())()(())(())))((((())()(()))((())())())(()())()())(((((()())(()((()))))((()(((((((()(()()()()))(()))())))())))((()(((((())))((())((())((()(())()))((((()()()((((()(()()))()())())(())())((()(((()))(()(((()(((((()())(())())((())(((()((()(((()(()(((())()(())()()()))())))()()((((((()))())()()()(()))()((((,0,34
)))())(()))())(()(())())))))))()))))())))()())())()((()((((())((())))))(((())(()((())))(((())()())()((((())))))())))(((((((())(()))()()())()))))))()))(()()())(()))())()((((()((())()())))())(()))()((((())))))()(((()(())()()(())()))(((())))()())())()(())((())))(()(())))())))()(()()()((())((((()()()()()(()())()())((()))))()(()))())()()())(())((()))(())())))(())(((()))((())()()))()()))))(((((((()()))()(()((()())()))()())((()())()())())(((()))())())((((())))(())()))()))))((())())))())()())()())()))))))))())(())),0,-58
(())(()()(()((()()())()((())()(())((((((())(((()()))()((()()))(())((())()(()))()(((()))(()))))))())()))())()))(())()()(())()((())(())())(()()((()((((((()))()(())()())))))))((()))()()((()(()()())()))()((()()))((())())()()(()()(()(()))((()((()()(((())()()())())((())()(((())(()(()(()))(((()))((()))()))))()))))())()(()))()(())(()(())(()())()()(()((())()))())()((((()(((()(()(()))))()))()((((())())))((()(((((((()()))(()()(())))()(((()(())(()))))((())))))()(((()()(((()(()))))(()())(())))))))((((((()(())()))))))))),14,0
()()()(())(((((()))(())((()())())()()())(()((()))())(()(((()()))(()()(((((((())()()(((())))))()(())(())()(()()()(()()())(((((()(()())(()((()(((())()()(()((())()))()))((()(()(())()()(())(()()((((()()))()()()))(((()((()((()()))))((((())((()(()((()))()))()()))(((((())()())())))(())())(()((((())))))((()(()))))((()))())()())()))))))(()()))()()(()((()((()(())(()()))))))))(())())))(()(())(()(((((()(())()))())))()(())()())((())(()))))))(((()()))()()()))())((()))())(((())())))((()))()(()))(())())()()))((((((())))))),34,0
)))((()((()))))(()))())()(())()((((((((())))((())))))(()())((((()()(()(())(()))(((((((()()))))))()()(((()))(((())())((()())(()()())())())()(())))()))))()))()())))(((()(()(()()))()())()))((())()))(()))((((()))))(((((())(()))())))())))((())(((((())(()(()(()(((())))(()()((()())))()()(()))((()())((((((((((((())())()))((()()((())((())(())(()(())(()(()(()))()()()(()()))((()(()))((())()()())()(())))(())()()())(((())()(()()(((()))((()()(((()())()(())()(()(((()(()(()(((()(()))()))())()))()))())))((()())()))(()(()))(,0,12
(())(((()()(()()(((()))(()))((((()(((()()))((((()((()(())(()(()))))())))())))(((()(()(()(())(()))))))()(()))(()((((((()(()()()))(())(()()))()))(()())((())()())))))()))(())))(()())))((()))))(())((((()((()(((())()())((())()((()()((())))((()))())(())))())(()(()())(())((()))()(()((()((((()))()))))))())(()())((((()((()((())())((())))(((())()((((()))()()())())(((()((())(((())((())())))(((()(()(()((()())((((()(()(()(()()((()((((()()())())))))(((()()())(()()()(()))()())()()((((())))()))(()())(()()()((())())()))())),-18,22
))))())))()(((()())())()(((())()(((()))))(()))(()()(()())))))))((()((()))(()(()))(((()((()(((()))))()()()(((()))((()))((()())))((())())))))(())()((((())))(())))((()))))(())(()()(())(()()()()))))))(((())(())))))((((((()))(((()))(()())())()))(())))))))()())(()(((((()()()(((()(()))())()()))()()((())()()()())))))((()()))()))())))((()(()()(())))()))(()()())((()(()()()))((()())(()(()())(())(((()())((())))(()()(())(()))(())()(((((()()()(())(())()(((()()()((((((((((()()(()())))(())))))(()))(((()()(())()()((((((((((,0,0
(())(()())(())(()()(()()))()()()(((()()((())(()())))))()()()()((((()(()))())))()(()()(())(((()))))((())())()()(())()()((()()(((()()())))))(())(())(())()((((())()((((((()())())))))(()(((((()(((()())))()(()(((((()((()((())((((())((((())(())((((()))))))()()))))))))((((()))))))((((((())(((())(((((()()(((()((())())()((()())(((()()))()(()))(()))))))(((()()))()(((((())))))()))))(()))()))())((((()(((((((()()))()((((())))(()))(())))()(((()((())))()()())(((((())(()(((((())(()))()((())))))))))))))))))))))))))))))))))),35,0
()((((()))(((()((())()))))()(())))()((())()())()(()()()((()()(()))((())((()()))()()((((()()())()(((()))()()))()())(((())((((()(()()(((()()()())())((()(())))))((()((()))))(())()()(()))(()))(()))()())))())()()()(())()())()(())())())((()()((((((())()())))()()(((()()(((((((())(((()))))()(((((()()))(((()))(()(()()()(()))((()()()))()()))))(())(((()())))((()))())()(((())())))()))(()(((()()(()))()((((((()((()))))((((((())((()((()(())))))((((()(()()((()(((()()((((()))(()))((()())()()))))))))))))))))))))))))))))))))),36,0
)))()(((()))))())(()(()()()()))))()()(())()())))()(()((((((())()(((()((())))(()(()()(()()()()()))))(()))))))()(())(()))))(()(((())()((()()))(()()(((())(()))()))))()())(()(((())()))()())()(()(()(((()))(()((()))))))()()(()(()())()()(((()(())()(()(((())((((()(())())()()(()))))((((((()()))((()))()))()())))))()(()))))))()((((()(()(((()()()(())())()((())()(((()(()))()())()()())()((((((())((((()(()())()()()(())))))))(()(())())((()((()((((()(((()()())())()((())(())))()(()))))))((()())()()())()()(())))(((((())))(()(,0,4
()()()()()()((((())((((())))(()())(()())()()))))(((()()(((()))))(((()())((((())))(((())(((())()(()()(((())))()((((())(()()((()()))()))()))())))((()(()()(()((()((()()))(()((()(()))(((((()()(()))(())()()))))()(())()())(()))()()())((((((()))()))((())()))()((()(()(()())()(())())(())()()((())))))()))()(((((()()))((()(()))(()())(()))))))()())())()))))((()())())))(()))(())((()))()()((()()(())())((()(()))()()()()((((())((()())))))((())((()())()())((((((()((((()))())()()((((((()(()())))()(()()(()())))()))))))))))))),22,0
(()(()()))()(()()()()()()(((((((((()())))()((()(()()()()))((()(((()(()))))()()((())))()()))))()())(((()(()()))))((()(((((()()((((()((())(()())))))(())())()()(()(((()()))(((((()((()(((((()))))()))()))((()()(()(())))())()())()()((())))())()))))()))(()())()())())()))(()))))()()(()))((((((((((()))(()()))()))((()((()()(())))())(()(((()(())(()()((()())(()))))((()()(())())()()))()((()(())()))(()))()))(((((()((()(((()()((()()(())(()(((()))())())))))())(()()(((((((((((())()))))))((())()()()(((()))))))))))))))))))))),26,0
()))())(())()((())))()))())()()()(()((()()))(((()()((((()())()()(())))((()())((()((((()()(((()()())(()())((()(())())()))()))(())((((())))(((()))(())))((((()())()))())(()(()())(())))))))((()))()))(()))(())()())(((((()))())((((((())(()()(()(()))(()()())()))(()()()()()((()()(())(()()()(())()()(()()))(())()())))(()())(()))()()()(())(()(()))()()()()()))()())))(())()(())())))(()))((()()))(()(())))(()(()))))())())))()()())()))()()(((((())))(())()))))()()))((()))((()))(((((((((()()(()(()))(())))))()())))()((((()))),-1,-20
((()(((((()()))))(((((())()((())()((()))()))((((()(()))(((((())())((((((()))()))((()(()())()(())()))()())()()(()))(()()))))(((((()()))(())(()))))(((((())))))()(()()))))(((()()))))))((()()(()()())()()())())()))(()((())()()(()((()()))()))(()()()()))(()()())()())()()()(())((()((())((())))(((())()(())(()()))((((((((((()()(())((((()()())()(()()))(((()()))((())((((())())(()())((())()(())(()()))(((())))(())(((())())))())()((()))())))(())((()(()())))()(((()))))(((()(()()())(()()(())((()())))(((()))))))))))))))))))),23,0
((((()(((()))(((()())()()))()()()((()((((())())()))))))()((()())((()((((()(())(()))))()())))))((()))))(()(((((()))))))))(()(()()))())))()((()))))))(())))()((()))())))))))()))((()))()(()(()())()()(((()))(()())((()(()(()(())(((((((()(()(((()((())())()(()(())())()())())))))())))))(()(()())(())()))((()(())((()(()()(()()((((()((((((())(()(())())(()(((((())))))(())))(()((())())((()))())(())(()())(()(()))(((()))()()()((()())(())(()(()))((())))(()))((()(()(()()()(())()((()()(())(())((()()))(()())(()()()(((()((((()(,-12,14
)()((((())))))()))())))(())(())(()())))()((()()()))))(()((((()()())(((())()()))())((()())())(())())()()((()(()))((())((()))))(((())()))))((((())()(())((())((())(())(()))()())))(((())(((())())(((()))(()()())((())()(()((((((())((())((()())(((((())))((())((((())))()(()((())))())()(((()(()()))))()((())((((()((((((())())))))))((((((())(((((()()(()))((()))()(()))))(()))(()((())((()(((((()(()(())())((())))))()(((())))())()(((())()())(()(()))))))((()((()(()(())())(()()))))(()(()((()())((()())()()())()(()))(((())))(,0,20
(((((((()()()))((()()()(()())((((())))(()))(())))())))(()((()(())(())(()()())()))())))(()())(()((((()((()()(())))(()()()))()(()((()))(())()(((())((()()))))()()(()()())(()(((())))((())))()((())((((()))(()())))(((((())(()()())(((())((()()(())))()(()))(()()())((((())(((())))()(()))))()(()())(())(()(()))))(()((()(())((((()))())()((()()(())))())))())(()(()(()))())())(()))(())()(((((((((()()))())))((()()())()))()(())))()))()((((()())(()))()())))()()(())())((((())((()(())(()))(((((())))()))))()))()()))()(())(()))),18,0
((()())(())(()))((())((()())()(()()(((()(((())((()())()())(()(((()(()()()))()()(()))(((()))))()()))))()((()(()())(())(((((()()((())()))))((((()(()()))((())()))()))))(()))()(()()))))()))()())(())()()(((((()))(((()())((()(()((((((((())()))))))()))((((()(()()(()((((()(()(((()(()((()))((((())(())))(())((()()))()())))((((()))))())())())()()((((()())()))))))))()(()())())))()))))((((()))(())((()()(())())))())(()(())))())(((()(()))((((()())((()))()(())))(((()((((((()()((((()()()((((()()()(())))))))))))))))))))))))),27,0
()(((())(()()((((())()(()()((()))()))(((((((((()))(((()(()((()()((())()((()())(()))))(()())()(((()()))())(()(((()())(()))())()()()((())))(()))))()(()(((((())())()((())))((()))))(((((((((()())(()(())(())()(()(())(()((((()(()(())(()((((()())()(())((((()())(()))))))))))))())(()))((())((()))()(((())(((()))()())()()())))())())())(())))(()))((((((()()))))))))))(()(((())())))))))))))())())))))())(((())()(((()))())()()))(()((()(()()(((()(()))()()(()))()())(((())())(())(()()((())(((()(((())))()())(()(()()))))))))))),40,0
()()()()(())(()()(((()()()((())((()())())(((())())))())((())()))))()((((())(()))()))()((())((((((()((()())(((()((((((()))()))(((())((((())()())()()((())))())))(()(((((((()((()))()(()()()(((((()()))((()()()))()(()))((()))())())((((((((())(()))(())()))()))(())())(())((())))()(()(((()((((()((()())()((()()())))(()(()(())))))())((((()())(((()))()((()()(()))))))()(()()((()))(()))))()())(()))()()(()(()))(())()))()(()((())(()(((((()((()()(())()((()))((((()())(((())())(())(((()))))))))))))))))))))))))))))))))))))))),40,0
()))))())())(()))))()((((())((())))(())))))(())())))))())()()(((())(())())))())()))((()()(())))(())((()(()()))(((()()(((()())()()()((()())))()))()())))(())()))))()))))((((((((()))(((()(()()(()(()))()(())(())(()(((()))))))())))(()()))(((((()())(()()()()()())((((()(((()(()())()((()(((()()()(((((()()()())(((()(((((()()()((()((())()))))((()(((()))(())))()((()))(()(()(()))(((()(()))()()()()(()())))()(()((())))()(((())()))(((()))(()(())((((()(((())())(()())()(()(((((()))(())((())()((())())())))))())(())(())(()))(,-1,10
