String_1,String_2,Language
33aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333aaaaaaaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333aaaaaaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333aaaaaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333aaaaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333aaaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333aaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333333aaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333333aaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333aaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333333333aaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333333333aaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333aaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333333333333aaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333333333333aaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333aaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333333333333333aaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333333333333333aaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333aaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333333333333333333aaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333333333333333333aaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333aaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333333333333333333333aaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333333333333333333333aaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333aaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333333333333333333333333aaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333333333333333333333333aaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333aaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
333333333333333333333333333333aa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
3333333333333333333333333333333a,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,3aaaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,33aaaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,333aaaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,3333aaaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,33333aaaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,333333aaaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,3333333aaaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,33333333aaaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,333333333aaaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,3333333333aaaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,33333333333aaaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,333333333333aaaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,3333333333333aaaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,33333333333333aaaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,333333333333333aaaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,3333333333333333aaaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,33333333333333333aaaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,333333333333333333aaaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,3333333333333333333aaaaaaaaaaaah,3*a*h
33333333333333333333333333333333,33333333333333333333aaaaaaaaaaah,3*a*h
33333333333333333333333333333333,333333333333333333333aaaaaaaaaah,3*a*h
33333333333333333333333333333333,3333333333333333333333aaaaaaaaah,3*a*h
33333333333333333333333333333333,33333333333333333333333aaaaaaaah,3*a*h
33333333333333333333333333333333,333333333333333333333333aaaaaaah,3*a*h
33333333333333333333333333333333,3333333333333333333333333aaaaaah,3*a*h
33333333333333333333333333333333,33333333333333333333333333aaaaah,3*a*h
33333333333333333333333333333333,333333333333333333333333333aaaah,3*a*h
33333333333333333333333333333333,3333333333333333333333333333aaah,3*a*h
33333333333333333333333333333333,33333333333333333333333333333aah,3*a*h
33333333333333333333333333333333,333333333333333333333333333333ah,3*a*h
33333333333333333333333333333333,3333333333333333333333333333333h,3*a*h
crrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccrrrrrrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccrrrrrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccrrrrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccrrrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccrrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccrrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccrrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccrrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccrrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccrrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccrrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccrrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccccrrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccrrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccccccrrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccrrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccccccccrrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccrrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccccccccccrrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccrrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccccccccccccrrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccrrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccccccccccccccrrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccrrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccccccccccccccccrrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccrrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
ccccccccccccccccccccccccccccccrr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccr,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,crrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccrrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccrrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccrrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccrrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccrrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccrrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccrrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccrrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccrrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccrrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccrrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccrrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccrrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccccrrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccrrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccccccrrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccccrrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccccccccrrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccccccrrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccccccccccrrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccccccccrrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccccccccccccrrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccccccccccrrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccccccccccccccrrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccccccccccccrrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccccccccccccccccrrrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccccccccccccccrrr3,c*r*3
cccccccccccccccccccccccccccccccc,cccccccccccccccccccccccccccccrr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccccccccccccccccr3,c*r*3
cccccccccccccccccccccccccccccccc,ccccccccccccccccccccccccccccccc3,c*r*3
zttttttttttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zztttttttttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzttttttttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzztttttttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzttttttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzztttttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzttttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzztttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzttttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzztttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzttttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzztttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzttttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzztttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzttttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzztttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzttttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzztttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzttttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzztttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzttttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzztttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzttttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzztttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzttttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzztttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzttttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzztttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzttt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzztt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzt,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,ttttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,ztttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzttttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzztttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzttttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzztttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzttttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzztttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzttttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzztttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzttttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzztttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzttttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzztttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzttttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzztttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzttttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzztttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzttttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzztttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzttttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzztttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzttttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzztttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzttttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzztttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzttttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzztttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzttt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzztt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzt0,z*t*0
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz0,z*t*0
wiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwiiiiiiiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwiiiiiiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwiiiiiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwiiiiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwiiiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwiiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwiiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwiiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwiiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwiiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwiiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwiiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwiiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwiiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwiiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwiiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwiiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwiiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwiiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwiiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwiiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwiiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwiiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwiiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwiiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwiiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwiii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwii,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwi,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wiiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwiiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwiiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwiiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwiiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwiiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwiiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwiiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwiiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwiiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwiiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwiiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwiiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwiiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwiiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwiiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwiiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwiiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwiiiiiiiiiiiid,w*i*d
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,wwwwwwwwwwwwwwwwwwwwiiiiiiiiiiid,w*i*d
